"";"ID";"Species";"Tree.age";"DBH";"H.tree";"Hcr";"Dcr";"Vtot";"Vbark";"Origin";"Pst";"Pbark";"Pbr";"Pf";"Pabo";"Proot";"Ptot";"Location";"Country";"Latitude";"Longitude";"Altitude..m.s.l..";"Tree.number...ha";"Reference";"Notes";"Ecoregion";"ID_Plot"
"3359";3359;"Picea abies (L.) Karst.";89;16,3;16,5;6;3,29;NA;NA;"Natural";59,52;NA;7,76;10,44;77,7;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3360";3360;"Picea abies (L.) Karst.";91;18,5;19,2;6,2;3,5;NA;NA;"Natural";89,24;NA;11,44;12,39;113,1;45;158,1;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3361";3361;"Picea abies (L.) Karst.";91;20,6;19,1;8,4;4,3;NA;NA;"Natural";114,3;NA;15,76;15,66;145,7;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3362";3362;"Picea abies (L.) Karst.";81;21,5;19,1;3,4;4,54;NA;NA;"Natural";121,6;NA;28,52;15,94;166,1;54,2;220,3;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3363";3363;"Picea abies (L.) Karst.";157;26,8;21,5;6,1;4,75;NA;NA;"Natural";174,3;NA;29,36;28,82;232,5;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3364";3364;"Picea abies (L.) Karst.";201;28;22,1;7;5,94;NA;NA;"Natural";212,9;NA;39,4;32,08;284,4;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3365";3365;"Picea abies (L.) Karst.";208;32;22,1;9;4,24;NA;NA;"Natural";297,9;NA;32,6;32,41;362,9;137;499,9;"Vologda region, Kharovsk";"RUS";60;40;NA;1456;"Smirnov, 1971";NA;80608;7514
"3366";3366;"Picea abies (L.) Karst.";85;8,2;9,6;3,9;2,85;NA;NA;"Natural";10,04;NA;1,4;1,12;12,6;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3367";3367;"Picea abies (L.) Karst.";118;10,6;11,1;5,7;3,48;NA;NA;"Natural";18,08;NA;2,12;2,19;22,4;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3368";3368;"Picea abies (L.) Karst.";131;14,1;14;6;3,35;NA;NA;"Natural";41,24;NA;5,16;5,72;52,1;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3369";3369;"Picea abies (L.) Karst.";89;14;15,2;4,6;3,4;NA;NA;"Natural";47;NA;7,12;9,63;63,7;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3370";3370;"Picea abies (L.) Karst.";122;16,1;17,2;7;3,57;NA;NA;"Natural";67,84;NA;6,52;8,04;82,4;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3371";3371;"Picea abies (L.) Karst.";194;21,5;17;9,3;4,19;NA;NA;"Natural";98,76;NA;13;8,18;119,9;61;180,9;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3372";3372;"Picea abies (L.) Karst.";122;22,2;18,6;9,4;4,39;NA;NA;"Natural";125,4;NA;19;17,7;162,1;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3373";3373;"Picea abies (L.) Karst.";141;32;23,8;8,3;5,35;NA;NA;"Natural";258,2;NA;32,4;35,2;325,8;NA;NA;"Vologda region, Kharovsk";"RUS";60;40;NA;1040;"Smirnov, 1971";NA;80608;2486
"3374";3374;"Picea obovata L. ";44;10,4;8,7;0,699999999999999;NA;41,3;5,7;"Natural";15,5;1,9;6,2;5;26,7;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1365;"Usoltsev et al., 2012<U+0430>";NA;80610;7608
"3375";3375;"Picea obovata L. ";46;14,9;12,2;2,4;NA;108,4;12,6;"Natural";37;4,1;13,8;16,6;67,4;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1365;"Usoltsev et al., 2012<U+0430>";NA;80610;7608
"3376";3376;"Picea obovata L. ";76;20,3;16,1;3,3;NA;268,6;14,7;"Natural";109,8;7,1;28,8;30,5;169,1;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1365;"Usoltsev et al., 2012<U+0430>";NA;80610;7608
"3377";3377;"Picea obovata L. ";130;27,8;16,2;2,1;NA;493,6;52,4;"Natural";206,5;20,4;86,7;45;338,2;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1365;"Usoltsev et al., 2012<U+0430>";NA;80610;7608
"3378";3378;"Picea obovata L. ";97;37,9;19;3,5;NA;768,3;68,4;"Natural";329,5;28,8;166;69,7;565,2;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1365;"Usoltsev et al., 2012<U+0430>";NA;80610;7608
"3379";3379;"Picea obovata L. ";53;6,05;4,7;1,1;NA;12,3;2,2;"Natural";4,05;0,6;2,05;1,89;7,99;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1365;"Usoltsev et al., 2012<U+0430>";NA;80610;7608
"3380";3380;"Picea obovata L. ";50;7,8;7,7;0,9;NA;21,2;2,7;"Natural";7,28;1;2,98;2,94;13,2;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1997;"Usoltsev et al., 2012<U+0430>";NA;80610;7609
"3381";3381;"Picea obovata L. ";49;30;21,3;2;NA;738;72,5;"Natural";247;20,2;118,5;69,3;434,7;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1997;"Usoltsev et al., 2012<U+0430>";NA;80610;7609
"3382";3382;"Picea obovata L. ";111;19,8;14,5;3,5;NA;209,7;24,6;"Natural";92,4;12;22,6;14,8;129,8;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1997;"Usoltsev et al., 2012<U+0430>";NA;80610;7609
"3383";3383;"Picea obovata L. ";48;27,1;19,9;4,8;NA;529,3;45,5;"Natural";174,3;16,4;35,2;37,1;246,6;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1997;"Usoltsev et al., 2012<U+0430>";NA;80610;7609
"3384";3384;"Picea obovata L. ";120;14,6;17;3,7;NA;152,7;15,5;"Natural";80,3;7,6;11,4;8,69;100,4;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1997;"Usoltsev et al., 2012<U+0430>";NA;80610;7609
"3385";3385;"Picea obovata L. ";84;9,6;8;3;NA;34,9;5;"Natural";14;1,5;6,55;4,17;24,7;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1997;"Usoltsev et al., 2012<U+0430>";NA;80610;7609
"3386";3386;"Picea obovata L. ";95;35,9;24,1;5,1;NA;879,6;84,2;"Natural";314,2;26,4;60,1;36,3;410,6;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1181;"Usoltsev et al., 2012<U+0430>";NA;80610;7610
"3387";3387;"Picea obovata L. ";123;29,1;23,3;4,3;NA;561,7;50;"Natural";229,9;26,2;30,2;18,9;279;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1181;"Usoltsev et al., 2012<U+0430>";NA;80610;7610
"3388";3388;"Picea obovata L. ";87;18,5;16,3;3,7;NA;221,5;22,4;"Natural";82,2;8,2;32;28,1;142,3;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1181;"Usoltsev et al., 2012<U+0430>";NA;80610;7610
"3389";3389;"Picea obovata L. ";90;12;9,2;NA;NA;53,9;8,1;"Natural";26,6;3,8;12,7;7,19;46,5;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1181;"Usoltsev et al., 2012<U+0430>";NA;80610;7610
"3390";3390;"Picea obovata L. ";58;10,7;9,3;1,4;NA;41,8;5,5;"Natural";13,5;1,8;8,87;5,31;27,7;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1181;"Usoltsev et al., 2012<U+0430>";NA;80610;7610
"3391";3391;"Picea obovata L. ";83;23,9;22,7;2,2;NA;398,1;38,3;"Natural";130,7;21,2;34,1;33,6;198,3;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1181;"Usoltsev et al., 2012<U+0430>";NA;80610;7610
"3392";3392;"Picea obovata L. ";76;34,3;23,8;2,5;NA;832,1;80,5;"Natural";304,1;27;92,5;80,1;476,6;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3393";3393;"Picea obovata L. ";74;26,6;19,6;3,5;NA;419,8;55,3;"Natural";156,8;20,4;58,3;46,9;261,9;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3394";3394;"Picea obovata L. ";84;24;20,7;2,5;NA;456,6;40,4;"Natural";156,1;14,4;32,6;28;216,6;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3395";3395;"Picea obovata L. ";53;9;9,3;1,7;NA;31,4;3,3;"Natural";10,8;1,4;3,9;2,7;17,4;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3396";3396;"Picea obovata L. ";66;19,6;16,2;3,2;NA;244,3;20;"Natural";76,3;7,4;23,9;28,8;129;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3397";3397;"Picea obovata L. ";61;17;16,4;3,9;NA;197,6;19,8;"Natural";72,7;6,8;17,5;21,4;111,6;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3398";3398;"Picea obovata L. ";37;6,4;4,1;1,6;NA;9,5;1,3;"Natural";3,7;0,5;2;0,9;6,6;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1155;"Usoltsev et al., 2012<U+0430>";NA;80610;7656
"3399";3399;"Picea obovata L. ";134;33,8;23,6;8,9;NA;823,2;77,3;"Natural";312,6;29,5;67,7;37;417,3;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3400";3400;"Picea obovata L. ";107;29,6;25,1;7,3;NA;689,1;64,3;"Natural";280,6;23,9;59,4;35;375;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3401";3401;"Picea obovata L. ";82;30,7;22,2;4,5;NA;684,1;63,4;"Natural";248;24,2;56;34,2;338,1;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3402";3402;"Picea obovata L. ";64;15,7;18,3;4,2;NA;174;14,8;"Natural";62,9;6,4;11,3;11;85,1;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3403";3403;"Picea obovata L. ";70;14,4;12,4;3,1;NA;107,5;11;"Natural";44,1;3,9;16;9,1;69,2;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3404";3404;"Picea obovata L. ";67;6,4;5;2,2;NA;10,1;1,6;"Natural";5,8;0,7;3,4;1,3;10,5;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3405";3405;"Picea obovata L. ";78;18,8;19,5;7,1;NA;244,7;20,7;"Natural";91,8;9,2;11,4;10,4;113,5;NA;NA;"Yekaterinburg region, Revda";"RUS";57;60;NA;1104;"Usoltsev et al., 2012<U+0430>";NA;80610;7657
"3406";3406;"Picea obovata L. ";9;0,68;0,43;NA;0,32;NA;NA;"Planted";0,00519;NA;0,00159;0,00517;0,01195;0,00316;0,01511;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2856;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3407";3407;"Picea obovata L. ";9;0,68;0,44;NA;0,26;NA;NA;"Planted";0,00524;NA;0,00147;0,00401;0,01072;0,00329;0,01401;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2856;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3408";3408;"Picea obovata L. ";9;0,67;0,43;NA;0,26;NA;NA;"Planted";0,00565;NA;0,00179;0,00617;0,01361;0,00713;0,02074;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2856;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3409";3409;"Picea obovata L. ";8;1,18;0,66;NA;0,36;NA;NA;"Planted";0,03153;NA;0,00664;0,03715;0,07532;0,02237;0,09769;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;5323;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3410";3410;"Picea obovata L. ";8;1,15;0,66;NA;0,48;NA;NA;"Planted";0,01958;NA;0,00413;0,02133;0,04504;0,01096;0,056;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;5323;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3411";3411;"Picea obovata L. ";8;1,18;0,66;NA;0,52;NA;NA;"Planted";0,01939;NA;0,00429;0,0216;0,04528;0,01136;0,05664;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;5323;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3412";3412;"Picea obovata L. ";9;1,3;0,77;NA;0,49;NA;NA;"Planted";0,02707;NA;0,00547;0,02633;0,05887;0,01276;0,07163;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;5000;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3413";3413;"Picea obovata L. ";9;1,22;0,74;NA;0,49;NA;NA;"Planted";0,03389;NA;0,00641;0,02962;0,06992;0,02266;0,09258;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;5000;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3414";3414;"Picea obovata L. ";9;1,3;0,74;NA;0,52;NA;NA;"Planted";0,03271;NA;0,00656;0,03749;0,07676;0,01492;0,09168;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;5000;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3415";3415;"Picea obovata L. ";9;1,03;0,64;NA;0,25;NA;NA;"Planted";0,01964;NA;0,00377;0,01465;0,03806;0,02138;0,05944;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2620;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3416";3416;"Picea obovata L. ";9;1,02;0,64;NA;0,4;NA;NA;"Planted";0,01497;NA;0,00287;0,00928;0,02712;0,00832;0,03544;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2620;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3417";3417;"Picea obovata L. ";9;1;0,64;NA;0,29;NA;NA;"Planted";0,01517;NA;0,00272;0,01058;0,02847;0,00767;0,03614;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2620;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3418";3418;"Picea obovata L. ";8;1,15;0,65;NA;0,38;NA;NA;"Planted";0,02353;NA;0,00487;0,02215;0,05055;0,01788;0,06843;"Yekaterinburg region, Bilimbai";"RUS";57;59,8;NA;4894;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3419";3419;"Picea obovata L. ";8;1,2;0,66;NA;0,47;NA;NA;"Planted";0,02912;NA;0,00513;0,02412;0,05837;0,01801;0,07638;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4894;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3420";3420;"Picea obovata L. ";8;1,18;0,65;NA;0,41;NA;NA;"Planted";0,02037;NA;0,00401;0,01997;0,04435;0,01411;0,05846;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4894;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3421";3421;"Picea obovata L. ";9;1,14;0,67;NA;0,32;NA;NA;"Planted";0,0301;NA;0,00595;0,02204;0,05809;0,01821;0,0763;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3398;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3422";3422;"Picea obovata L. ";9;1,2;0,66;NA;0,48;NA;NA;"Planted";0,019;NA;0,00392;0,01883;0,04175;0,01358;0,05533;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3398;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3423";3423;"Picea obovata L. ";9;1,1;0,67;NA;0,52;NA;NA;"Planted";0,02571;NA;0,00494;0,02219;0,05284;0,01769;0,07053;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3398;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3424";3424;"Picea obovata L. ";9;1,18;0,66;NA;0,5;NA;NA;"Planted";0,02197;NA;0,00522;0,0233;0,05049;0,01811;0,0686;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2617;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3425";3425;"Picea obovata L. ";9;1,2;0,64;NA;0,43;NA;NA;"Planted";0,0295;NA;0,00692;0,02524;0,06166;0,01968;0,08134;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2617;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3426";3426;"Picea obovata L. ";9;1,2;0,69;NA;0,39;NA;NA;"Planted";0,02902;NA;0,00708;0,02751;0,06361;0,02691;0,09052;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2617;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3427";3427;"Picea obovata L. ";9;1,02;0,56;NA;0,32;NA;NA;"Planted";0,01815;NA;0,00281;0,01854;0,0395;0,01142;0,05092;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2818;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3428";3428;"Picea obovata L. ";9;1;0,56;NA;0,48;NA;NA;"Planted";0,01367;NA;0,00224;0,01475;0,03066;0,00851;0,03917;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2818;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3429";3429;"Picea obovata L. ";9;0,98;0,56;NA;0,52;NA;NA;"Planted";0,02423;NA;0,00359;0,02362;0,05144;0,01845;0,06989;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2818;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3430";3430;"Picea obovata L. ";9;1,05;0,55;NA;0,36;NA;NA;"Planted";0,01442;NA;0,0025;0,0123;0,02922;0,00947;0,03869;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4761;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3431";3431;"Picea obovata L. ";9;0,98;0,55;NA;0,3;NA;NA;"Planted";0,0223;NA;0,00397;0,02015;0,04642;0,01377;0,06019;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4761;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3432";3432;"Picea obovata L. ";9;1;0,53;NA;0,31;NA;NA;"Planted";0,01089;NA;0,00185;0,00752;0,02026;0,00772;0,02798;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4761;"Terekhov, Usoltsev, 2008";"Stem diameters were measured at their base";80610;NA
"3433";3433;"Picea obovata L. ";20;2;2,41;0,36;1,05;1,378;NA;"Planted";0,63;0,11;0,55;0,668;1,848;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4894;"Terekhov, Usoltsev, 2008";NA;80610;7577
"3434";3434;"Picea obovata L. ";20;2;2,2;0,5;1,25;0,873;NA;"Planted";0,48;0,06;0,44;0,535;1,455;0,183;1,638;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3398;"Terekhov, Usoltsev, 2008";NA;80610;7577
"3435";3435;"Picea obovata L. ";20;5,7;5,13;0,47;1,7;7,09;NA;"Planted";2,97;0,41;1,34;2,63;6,94;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3398;"Terekhov, Usoltsev, 2008";NA;80610;7577
"3436";3436;"Picea obovata L. ";20;5,6;4,88;0,28;1,65;7,93;NA;"Planted";2,87;0,42;2,5;3,48;8,85;2,29;11,14;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3398;"Terekhov, Usoltsev, 2008";NA;80610;7577
"3437";3437;"Picea obovata L. ";20;8;6,46;0,26;2,1;15,42;NA;"Planted";6,31;0,81;3,24;4,78;14,3;4,43;18,73;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2617;"Terekhov, Usoltsev, 2008";NA;80610;7577
"3438";3438;"Picea obovata L. ";20;7,6;6;0,29;2;15,9;NA;"Planted";4,83;0,49;2,51;3,13;10,5;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2617;"Terekhov, Usoltsev, 2008";NA;80610;7577
"3439";3439;"Picea obovata L. ";20;1,1;1,88;0,63;1,03;0,405;NA;"Planted";0,38;0,05;0,15;0,232;0,762;0,176;0,938;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2617;"Terekhov, Usoltsev, 2008";NA;80610;7578
"3440";3440;"Picea obovata L. ";20;1;1,5;0,29;1,05;0,575;NA;"Planted";0,39;0,06;0,4;0,301;1,09;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2818;"Terekhov, Usoltsev, 2008";NA;80610;7578
"3441";3441;"Picea obovata L. ";20;4;3,56;0,16;1,45;3,537;NA;"Planted";1,31;0,16;1,23;0,946;3,49;0,81;4,3;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2818;"Terekhov, Usoltsev, 2008";NA;80610;7578
"3442";3442;"Picea obovata L. ";20;4;3,44;0,84;1,55;3,333;NA;"Planted";1,43;0,2;0,61;1,035;3,08;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;2818;"Terekhov, Usoltsev, 2008";NA;80610;7578
"3443";3443;"Picea obovata L. ";20;6,9;6,36;0,12;1,95;11,94;NA;"Planted";4,57;0,5;2,02;3,13;9,72;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4761;"Terekhov, Usoltsev, 2008";NA;80610;7578
"3444";3444;"Picea obovata L. ";20;7,1;6,61;0,19;1,9;12,45;NA;"Planted";5;0,52;2,43;2,99;10,4;1,7;12,1;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4761;"Terekhov, Usoltsev, 2008";NA;80610;7578
"3445";3445;"Picea obovata L. ";20;0,7;1,42;0,27;0,8;0,328;NA;"Planted";0,24;0,04;0,25;0,241;0,731;0,104;0,835;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4761;"Terekhov, Usoltsev, 2008";NA;80610;7579
"3446";3446;"Picea obovata L. ";20;1,1;1,66;0,41;0,87;0,524;NA;"Planted";0,25;0,05;0,23;0,203;0,683;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4351;"Terekhov, Usoltsev, 2008";NA;80610;7579
"3447";3447;"Picea obovata L. ";20;5;4,3;0,2;1,75;6,004;NA;"Planted";2;0,31;1,6;2,05;5,65;1,52;7,17;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4351;"Terekhov, Usoltsev, 2008";NA;80610;7579
"3448";3448;"Picea obovata L. ";20;5,2;4,63;0,31;1,58;5,068;NA;"Planted";2,27;0,31;1,96;2,36;6,59;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4351;"Terekhov, Usoltsev, 2008";NA;80610;7579
"3449";3449;"Picea obovata L. ";20;7,1;6,05;0,3;1,95;16,25;NA;"Planted";5,36;0,74;4,09;5,41;14,9;3,56;18,46;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4351;"Terekhov, Usoltsev, 2008";NA;80610;7579
"3450";3450;"Picea obovata L. ";20;7,2;5,46;0,42;1,9;11,65;NA;"Planted";5,86;0,74;6,58;10,25;22,7;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4351;"Terekhov, Usoltsev, 2008";NA;80610;7579
"3451";3451;"Picea obovata L. ";20;1,2;1,7;0,36;0,83;0,451;NA;"Planted";0,26;0,04;0,14;0,212;0,612;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3277;"Terekhov, Usoltsev, 2008";NA;80610;7580
"3452";3452;"Picea obovata L. ";20;0,6;1,61;0,28;0,7;0,311;NA;"Planted";0,31;0,03;0,12;0,182;0,612;0,14;0,752;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3277;"Terekhov, Usoltsev, 2008";NA;80610;7580
"3453";3453;"Picea obovata L. ";20;4,8;5,1;0,449999999999999;1,5;6,027;NA;"Planted";1,86;0,25;1,19;1,39;4,44;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3277;"Terekhov, Usoltsev, 2008";NA;80610;7580
"3454";3454;"Picea obovata L. ";20;4,2;4,24;0,16;1,33;3,789;NA;"Planted";1,44;0,19;0,64;0,88;2,96;0,63;3,59;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3277;"Terekhov, Usoltsev, 2008";NA;80610;7580
"3455";3455;"Picea obovata L. ";20;6;5,37;0,25;1,7;8,123;NA;"Planted";3,35;0,38;2;2,83;8,18;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3277;"Terekhov, Usoltsev, 2008";NA;80610;7580
"3456";3456;"Picea obovata L. ";20;5,9;4,67;0,49;1,75;8,097;NA;"Planted";2,81;0,48;2,04;2,89;7,74;1,47;9,21;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;3277;"Terekhov, Usoltsev, 2008";NA;80610;7580
"3457";3457;"Picea obovata L. ";19;1;1,65;0,21;1;0,486;NA;"Planted";0,28;0,04;0,26;0,394;0,934;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4266;"Terekhov, Usoltsev, 2008";NA;80610;7581
"3458";3458;"Picea obovata L. ";19;0,9;1,46;0,24;0,95;0,132;NA;"Planted";NA;0,03;0,2;0,181;0,611;0,129;0,74;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4266;"Terekhov, Usoltsev, 2008";NA;80610;7581
"3459";3459;"Picea obovata L. ";19;4,6;4,19;0,0900000000000007;1,25;4,021;NA;"Planted";1,68;0,27;1,17;1,41;4,26;NA;NA;"Yekaterinburg region, Bilimbai";"RUS";57;59,583;NA;4266;"Terekhov, Usoltsev, 2008";NA;80610;7581
