"";"ID";"Species";"Tree.age";"DBH";"H.tree";"Hcr";"Dcr";"Vtot";"Vbark";"Origin";"Pst";"Pbark";"Pbr";"Pf";"Pabo";"Proot";"Ptot";"Location";"Country";"Latitude";"Longitude";"Altitude..m.s.l..";"Tree.number...ha";"Reference";"Notes";"Ecoregion";"ID_Plot"
"1362";1362;"Pinus sylvestris L.";37;8,3;11,4;8,4;1,63;NA;NA;"Natural";11,47;NA;0,763;0,587;12,82;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1363";1363;"Pinus sylvestris L.";37;10,2;12,2;6,4;1,6;NA;NA;"Natural";30,75;NA;4,15;2,68;37,58;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1364";1364;"Pinus sylvestris L.";37;14,2;13,8;8,7;1,75;NA;NA;"Natural";39,2;NA;5,14;3,34;47,68;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1365";1365;"Pinus sylvestris L.";37;16,7;16,2;6,4;NA;NA;NA;"Natural";59,02;NA;10,91;5,05;74,98;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1366";1366;"Pinus sylvestris L.";37;23;20,3;8,8;NA;NA;NA;"Natural";138;NA;24,69;10,16;172,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1367";1367;"Pinus sylvestris L.";37;29,3;19,2;5,8;NA;NA;NA;"Natural";206,5;NA;65,38;17,64;289,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;5140;"Gabeyev, 1976";NA;80444;NA
"1368";1368;"Pinus sylvestris L.";15;0,5;1,6;0,7;NA;NA;NA;"Natural";0,032;NA;0,0028;0,0043;0,039;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1369";1369;"Pinus sylvestris L.";15;0,9;1,9;0,8;NA;NA;NA;"Natural";0,05;NA;0,0047;0,0173;0,072;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1370";1370;"Pinus sylvestris L.";15;1,3;2,5;1;0,62;NA;NA;"Natural";0,109;NA;0,0094;0,0173;0,136;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1371";1371;"Pinus sylvestris L.";15;2,2;3,2;1,4;0,8;NA;NA;"Natural";0,498;NA;0,0424;0,0736;0,614;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1372";1372;"Pinus sylvestris L.";15;3,1;4,6;1,7;1,01;NA;NA;"Natural";0,779;NA;0,108;0,0823;0,969;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1373";1373;"Pinus sylvestris L.";45;5;6,2;2,9;1,29;NA;NA;"Natural";2,32;NA;0,208;0,184;2,71;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1374";1374;"Pinus sylvestris L.";45;6,2;7,4;3,2;1,29;NA;NA;"Natural";4,56;NA;0,48;0,481;5,52;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1375";1375;"Pinus sylvestris L.";45;7;8,8;4,1;1,38;NA;NA;"Natural";7,14;NA;0,538;1,17;8,85;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1376";1376;"Pinus sylvestris L.";45;7,8;9,6;4,7;1,43;NA;NA;"Natural";9,01;NA;2;1,44;12,45;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1377";1377;"Pinus sylvestris L.";45;8,9;9,9;5,5;1,6;NA;NA;"Natural";12,2;NA;2,54;1,64;16,4;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1378";1378;"Pinus sylvestris L.";45;10,3;11,4;5,2;1,63;NA;NA;"Natural";15,4;NA;2,94;2,6;20,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1379";1379;"Pinus sylvestris L.";45;12,1;13,3;5,5;1,78;NA;NA;"Natural";25,4;NA;4,75;3,74;33,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1380";1380;"Pinus sylvestris L.";45;14,4;15;6,7;1,92;NA;NA;"Natural";34,2;NA;7,51;4,14;45,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1381";1381;"Pinus sylvestris L.";45;16;16,2;6,4;2,08;NA;NA;"Natural";47,1;NA;9,55;4,95;61,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1382";1382;"Pinus sylvestris L.";45;18,6;18,4;8,4;2,26;NA;NA;"Natural";66,8;NA;14,5;7,38;88,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1383";1383;"Pinus sylvestris L.";45;21,9;20,3;8,8;2,74;NA;NA;"Natural";110,2;NA;21,6;9,95;141,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1384";1384;"Pinus sylvestris L.";45;24,3;20,8;8,1;2,92;NA;NA;"Natural";146,5;NA;31,7;13;191,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1385";1385;"Pinus sylvestris L.";45;28,1;19,2;5,6;3,55;NA;NA;"Natural";164,5;NA;54,7;16,4;235,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1386";1386;"Pinus sylvestris L.";80;33,4;24,6;9,3;4,69;NA;NA;"Natural";251,2;NA;68,3;23,7;343,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1387";1387;"Pinus sylvestris L.";80;37,8;23,4;9,2;5,02;NA;NA;"Natural";287,2;NA;106,3;6,2;399,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1388";1388;"Pinus sylvestris L.";80;43,9;22,3;8;5,38;NA;NA;"Natural";366,6;NA;142,6;36,7;545,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1389";1389;"Pinus sylvestris L.";80;48,8;25,9;9,3;5,85;NA;NA;"Natural";1452,1;NA;186,6;44,1;NA;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;3066;"Gabeyev, 1976";NA;80444;NA
"1390";1390;"Pinus sylvestris L.";15;0,5;1,5;NA;NA;NA;NA;"Natural";0,042;NA;0,0047;0,0045;0,051;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1391";1391;"Pinus sylvestris L.";15;1,2;2;NA;NA;NA;NA;"Natural";0,107;NA;0,0144;0,0225;0,144;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1392";1392;"Pinus sylvestris L.";15;2,4;3,4;1,7;0,8;NA;NA;"Natural";0,644;NA;0,0431;0,0812;0,768;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1393";1393;"Pinus sylvestris L.";15;3,3;4,3;1,6;1,01;NA;NA;"Natural";0,841;NA;0,091;0,0947;1,03;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1394";1394;"Pinus sylvestris L.";15;4,6;5,1;1,6;1,29;NA;NA;"Natural";2,52;NA;0,201;0,18;2,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1395";1395;"Pinus sylvestris L.";15;5,7;6;2,2;1,24;NA;NA;"Natural";4,53;NA;0,507;0,442;5,48;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1396";1396;"Pinus sylvestris L.";45;6,6;7,7;3,4;1,34;NA;NA;"Natural";5,78;NA;0,682;0,616;7,08;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1397";1397;"Pinus sylvestris L.";45;8,1;9,6;4,5;1,55;NA;NA;"Natural";10,7;NA;3,11;1,77;15,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1398";1398;"Pinus sylvestris L.";45;9,3;10,3;5,7;1,78;NA;NA;"Natural";17,6;NA;3,2;1,8;22,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1399";1399;"Pinus sylvestris L.";45;10,1;11,9;6,1;1,67;NA;NA;"Natural";21;NA;3,99;2,65;27,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1400";1400;"Pinus sylvestris L.";45;12,5;13,8;6,9;1,99;NA;NA;"Natural";30,2;NA;5,6;3,96;39,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1401";1401;"Pinus sylvestris L.";45;14,4;16,2;7,4;2,23;NA;NA;"Natural";40,2;NA;7,97;4,57;52,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1402";1402;"Pinus sylvestris L.";45;20,8;20,3;9,9;2,81;NA;NA;"Natural";117,2;NA;25,5;9,76;152,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1403";1403;"Pinus sylvestris L.";45;24,4;21,9;9;3,37;NA;NA;"Natural";165,6;NA;36,4;13,6;215,6;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1404";1404;"Pinus sylvestris L.";45;27,7;21;8;3,96;NA;NA;"Natural";226,1;NA;61,6;16,8;304,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1405";1405;"Pinus sylvestris L.";80;32,2;25,4;10,2;4,8;NA;NA;"Natural";298,5;NA;76,6;24,1;399,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1406";1406;"Pinus sylvestris L.";80;38;25,8;12,2;4,91;NA;NA;"Natural";349,9;NA;121,7;30,3;501,9;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;288;"Gabeyev, 1976";NA;80444;NA
"1407";1407;"Pinus sylvestris L.";47;9,4;13,5;8,8;1,51;NA;NA;"Natural";16,9;NA;1,68;0,69;19,27;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1408";1408;"Pinus sylvestris L.";47;11,6;15,3;12;1,6;NA;NA;"Natural";29,4;NA;1,47;1,05;31,92;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1409";1409;"Pinus sylvestris L.";47;13,8;17;11,2;1,89;NA;NA;"Natural";47,1;NA;3,95;1,94;52,99;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1410";1410;"Pinus sylvestris L.";47;15,9;20,1;12,4;2,14;NA;NA;"Natural";66,3;NA;4,33;2,3;72,93;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1411";1411;"Pinus sylvestris L.";47;18,4;19,4;11,3;2,23;NA;NA;"Natural";94,2;NA;8,45;3,88;106,5;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1412";1412;"Pinus sylvestris L.";47;19;19,1;11,6;2,2;NA;NA;"Natural";96,4;NA;12,25;5,12;113,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1413";1413;"Pinus sylvestris L.";47;19,6;19,6;11,4;2,26;NA;NA;"Natural";106,1;NA;12,61;5,46;124,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1414";1414;"Pinus sylvestris L.";47;20,9;20,4;13;2,28;NA;NA;"Natural";122,2;NA;12,17;7,04;141,4;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1415";1415;"Pinus sylvestris L.";47;24,2;20,7;10,8;2,86;NA;NA;"Natural";180;NA;26,5;9,59;216,1;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1416";1416;"Pinus sylvestris L.";47;26,8;21,8;10,4;3,01;NA;NA;"Natural";222,6;NA;30,4;14,75;267,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1417";1417;"Pinus sylvestris L.";47;30,4;22,6;10,6;3,83;NA;NA;"Natural";268,1;NA;42;17,05;327,2;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1418";1418;"Pinus sylvestris L.";47;32,5;23,7;11,4;4,4;NA;NA;"Natural";301,6;NA;46,4;19,3;367,3;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1419";1419;"Pinus sylvestris L.";47;35,4;24,2;11,1;4,62;NA;NA;"Natural";338,1;NA;54,8;21,9;414,8;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;1521;"Gabeyev, 1976";NA;80444;NA
"1420";1420;"Pinus sylvestris L.";36;4,4;6,2;4,6;NA;NA;NA;"Natural";1,27;NA;0,165;0,135;1,57;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1421";1421;"Pinus sylvestris L.";36;6,5;8;4,5;1,55;NA;NA;"Natural";3,63;NA;0,475;0,31;4,42;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1422";1422;"Pinus sylvestris L.";36;8,8;10,7;6,3;1,75;NA;NA;"Natural";10,7;NA;1,29;0,661;12,65;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1423";1423;"Pinus sylvestris L.";36;10,4;12,3;7,1;1,89;NA;NA;"Natural";24,4;NA;2,14;1,31;27,85;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1424";1424;"Pinus sylvestris L.";36;12,6;15,5;9,6;1,89;NA;NA;"Natural";37,4;NA;3,57;2,13;43,1;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1425";1425;"Pinus sylvestris L.";36;14,9;15,4;8,6;2,08;NA;NA;"Natural";61,6;NA;6,24;4,15;72;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1426";1426;"Pinus sylvestris L.";36;18,7;16,1;8,9;2,29;NA;NA;"Natural";85,8;NA;10,45;7,41;103,7;NA;NA;"Novosibirsk region: Kolyvan'";"RUS";55,5;82,833;NA;4503;"Gabeyev, 1976";NA;80444;NA
"1427";1427;"Pinus sylvestris L.";130;9,3;9,2;5;1,62;NA;NA;"Natural";9,47;NA;0,86;0,202;10,53;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1428";1428;"Pinus sylvestris L.";130;12,2;13,7;7,4;1,8;NA;NA;"Natural";24,9;NA;1,51;0,9;27,3;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1429";1429;"Pinus sylvestris L.";130;14;17,4;11,5;1,84;NA;NA;"Natural";45,9;NA;1,84;2,18;49,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1430";1430;"Pinus sylvestris L.";130;17,3;17,1;12,7;2;NA;NA;"Natural";68,5;NA;3,77;3,25;75,5;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1431";1431;"Pinus sylvestris L.";130;18;21,5;16,1;2,16;NA;NA;"Natural";106,8;NA;4,32;2,47;113,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1432";1432;"Pinus sylvestris L.";130;18,2;21,4;9,9;2,23;NA;NA;"Natural";113;NA;7,86;4,18;125;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1433";1433;"Pinus sylvestris L.";130;22,7;22,1;11,2;2,48;NA;NA;"Natural";155;NA;8,66;5,63;169,3;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1434";1434;"Pinus sylvestris L.";130;27,5;23,6;15;3,4;NA;NA;"Natural";214,4;NA;15,52;9;238,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1435";1435;"Pinus sylvestris L.";130;31,4;24;11,8;3,83;NA;NA;"Natural";264,7;NA;19,24;12,24;296,2;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1436";1436;"Pinus sylvestris L.";130;34;24,9;12,2;3,98;NA;NA;"Natural";312;NA;21,81;13,81;347,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;752;"Gabeyev, 1976";NA;80809;NA
"1437";1437;"Pinus sylvestris L.";105;8,5;10;5,8;1,35;NA;NA;"Natural";7,35;NA;0,345;0,184;7,88;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1438";1438;"Pinus sylvestris L.";105;12;14;8,8;1,9;NA;NA;"Natural";28,3;NA;2,74;1,34;32,4;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1439";1439;"Pinus sylvestris L.";105;12,7;14,7;10,7;1,33;NA;NA;"Natural";26,7;NA;1,28;0,641;28,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1440";1440;"Pinus sylvestris L.";105;16,3;20,7;13,8;2,1;NA;NA;"Natural";72,4;NA;2,45;2,55;77,4;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1441";1441;"Pinus sylvestris L.";105;17;20;11,8;2,3;NA;NA;"Natural";80,5;NA;7,09;4,4;92;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1442";1442;"Pinus sylvestris L.";105;19,7;20,9;14,4;2,4;NA;NA;"Natural";98,5;NA;5,07;4,3;107,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1443";1443;"Pinus sylvestris L.";105;21;21,7;15,2;2,16;NA;NA;"Natural";124;NA;5,97;3,95;133,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1444";1444;"Pinus sylvestris L.";105;22;20;12;3,11;NA;NA;"Natural";111,4;NA;9,32;5,74;126,5;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1445";1445;"Pinus sylvestris L.";105;22;22,9;14,2;2,23;NA;NA;"Natural";119,1;NA;7,37;4,39;130,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1446";1446;"Pinus sylvestris L.";105;25,2;23,6;17,2;2,44;NA;NA;"Natural";182,2;NA;7,86;5,53;195,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1447";1447;"Pinus sylvestris L.";105;26,3;25,2;18;2,6;NA;NA;"Natural";199,4;NA;12,29;4,77;216,5;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1448";1448;"Pinus sylvestris L.";105;30;24;16,6;2,83;NA;NA;"Natural";250,9;NA;16,03;7,79;274,7;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1449";1449;"Pinus sylvestris L.";105;36,3;26,2;15,7;3,3;NA;NA;"Natural";409,5;NA;39,9;14,46;463,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1450";1450;"Pinus sylvestris L.";105;43,8;28,8;15,8;4,37;NA;NA;"Natural";554,3;NA;60,3;16,35;631;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;1446;"Gabeyev, 1976";NA;80809;NA
"1451";1451;"Pinus sylvestris L.";32;1,2;2,3;0,8;0,68;NA;NA;"Natural";0,137;NA;0,034;0,013;0,184;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1452";1452;"Pinus sylvestris L.";32;2,3;3,8;1,4;1,12;NA;NA;"Natural";0,614;NA;0,068;0,117;0,8;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1453";1453;"Pinus sylvestris L.";32;5,5;7,1;3,7;1,17;NA;NA;"Natural";3,33;NA;0,75;0,455;4,53;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1454";1454;"Pinus sylvestris L.";32;5,5;8,1;4,1;1,3;NA;NA;"Natural";3,65;NA;0,525;0,775;4,95;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1455";1455;"Pinus sylvestris L.";32;7;8,2;3,4;1,4;NA;NA;"Natural";5,38;NA;1,3;1,21;7,89;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1456";1456;"Pinus sylvestris L.";32;8,7;10,4;6,7;1,2;NA;NA;"Natural";12,4;NA;1,3;1,23;14,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1457";1457;"Pinus sylvestris L.";32;10,1;11,8;6,3;1,42;NA;NA;"Natural";17,5;NA;2,61;2,22;22,3;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1458";1458;"Pinus sylvestris L.";32;13,7;12,6;5,9;1,71;NA;NA;"Natural";27,8;NA;3,97;2,84;34,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;7270;"Gabeyev, 1976";NA;80809;NA
"1459";1459;"Pinus sylvestris L.";64;12,3;12,8;10;1,64;NA;NA;"Natural";25,7;NA;3;0,9;29,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1460";1460;"Pinus sylvestris L.";64;15;14,1;8;2,05;NA;NA;"Natural";48,2;NA;3,48;1,35;53;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1461";1461;"Pinus sylvestris L.";64;16,4;17,8;13,5;2,35;NA;NA;"Natural";66,5;NA;4,97;2,47;73,9;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1462";1462;"Pinus sylvestris L.";64;17,2;17;9,2;2,37;NA;NA;"Natural";71,9;NA;8,75;3,61;84,3;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1463";1463;"Pinus sylvestris L.";64;21,8;19,5;11,3;2,74;NA;NA;"Natural";129,3;NA;13;5;147,3;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1464";1464;"Pinus sylvestris L.";64;25;20,8;12,9;3,14;NA;NA;"Natural";176,3;NA;16,6;7,68;200,6;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1465";1465;"Pinus sylvestris L.";64;26,1;22,4;11,2;3,31;NA;NA;"Natural";200,6;NA;13,4;7,46;221,5;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1466";1466;"Pinus sylvestris L.";64;27,4;22,7;11,9;3,25;NA;NA;"Natural";207,7;NA;24;8,29;240;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
"1467";1467;"Pinus sylvestris L.";64;29,3;22,9;13;3,3;NA;NA;"Natural";238,5;NA;24,9;10,8;274,2;NA;NA;"Novosibirsk region: Berdsk";"RUS";54,667;82,833;NA;898;"Gabeyev, 1976";NA;80809;NA
