ID;Species;Tree age;DBH;H tree;Hcr;Dcr;Vtot;Vbark;Origin;Pst;Pbark;Pbr;Pf;Pabo;Proot;Ptot;Location;Country;Latitude;Longitude;Altitude (m.s.l.);Tree number / ha;Reference;Notes;Ecoregion;ID_Plot
8730;Pinus Pallasiana;15;3,8;3,6;;;4;1;Planted;;;;;;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8731;Pinus Pallasiana;14;4,2;3,5;;;4;1;Planted;;;;;;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8732;Pinus Pallasiana;15;5,6;4;0,6;1,4;8;3;Planted;2,976;;1,15;0,4;4,526;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8733;Pinus Pallasiana;15;5,9;4,5;;;9;2;Planted;;;;;;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8734;Pinus Pallasiana;15;6,3;4,5;;;9;2;Planted;;;;;;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8735;Pinus Pallasiana;15;7,1;4,4;;;15;5;Planted;;;;;;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8736;Pinus Pallasiana;16;7,2;4;1,6;1,5;12;4;Planted;5,244;;1,91;0,93;8,084;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8737;Pinus Pallasiana;17;7,5;4,7;2,1;1,6;14;4;Planted;6,706;;2,77;1,12;10,596;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8738;Pinus Pallasiana;17;11,6;5,6;0,4;2;31;8;Planted;11,222;;6,34;1,73;19,292;;;;UKR;46,6;32,73;;4260;Lakyda et al., 2016;;80814;12204
8739;Pinus Pallasiana;49;8,4;5,9;;;23;8;Planted;;;;;;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8740;Pinus Pallasiana;52;9,7;7;1,6;3;32;8;Planted;11,904;;8,53;3,06;23,494;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8741;Pinus Pallasiana;51;9,8;5,8;;;28;8;Planted;;;;;;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8742;Pinus Pallasiana;50;11,5;7,4;1;3,9;47;13;Planted;19,317;;10,27;2,03;31,617;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8743;Pinus Pallasiana;51;11,7;9,3;;;420;30;Planted;;;;;;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8744;Pinus Pallasiana;46;11,8;5,8;;;35;9;Planted;;;;;;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8745;Pinus Pallasiana;52;13,6;6,9;3,4;4,1;56;15;Planted;21,28;;12,95;3,85;38,08;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8746;Pinus Pallasiana;52;15,8;9,3;;;108;28;Planted;;;;;;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8747;Pinus Pallasiana;52;17,2;11,5;;;151;37;Planted;;;;;;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8748;Pinus Pallasiana;52;22,8;12,2;4,6;6,8;286;64;Planted;171,6;;83,34;12,69;267,63;;;;UKR;46,6;32,73;;1886;Lakyda et al., 2016;;80814;12205
8749;Pinus Pallasiana;47;6,6;7,2;;;14;3;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8750;Pinus Pallasiana;40;8,3;7,9;;;25;7;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8751;Pinus Pallasiana;46;9,4;9,8;3,7;2;40;10;Planted;18,52;;3,85;1,15;23,52;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8752;Pinus Pallasiana;46;9,4;8,1;;;30;9;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8753;Pinus Pallasiana;46;10,9;10,5;;;57;16;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8754;Pinus Pallasiana;46;11,5;9,7;;;68;15;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8755;Pinus Pallasiana;46;12,1;10,2;4,9;2,6;70;14;Planted;35,63;;8,14;1,88;45,65;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8756;Pinus Pallasiana;46;14,1;11,5;5,7;3,2;102;27;Planted;47,328;;13,57;2,66;63,558;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8757;Pinus Pallasiana;46;14,2;11,4;;;97;32;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8758;Pinus Pallasiana;46;16,2;10,3;;;121;29;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8759;Pinus Pallasiana;46;16,6;13,2;;;172;36;Planted;;;;;;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8760;Pinus Pallasiana;46;19,6;12,7;6,1;5,5;225;32;Planted;101,7;;31,88;5,26;138,84;;;;UKR;46,6;32,73;;3260;Lakyda et al., 2016;;80814;12206
8761;Pinus Pallasiana;30;4,4;5,3;;;6;2;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8762;Pinus Pallasiana;30;5,3;7,2;;;9;3;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8763;Pinus Pallasiana;28;5,8;7;;;11;4;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8764;Pinus Pallasiana;30;5,8;5,9;1,6;2,3;11;3;Planted;5,643;;1,95;0,59;8,183;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8765;Pinus Pallasiana;30;7;7,9;;;17;5;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8766;Pinus Pallasiana;30;8,4;8,8;;;27;8;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8767;Pinus Pallasiana;30;9,5;9,5;;;46;16;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8768;Pinus Pallasiana;30;10,5;10;1,7;2,3;49;11;Planted;23,471;;5,56;0,78;29,811;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8769;Pinus Pallasiana;28;10,6;9,8;;;49;12;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8770;Pinus Pallasiana;30;11,8;9,7;;;65;20;Planted;;;;;;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8771;Pinus Pallasiana;27;12,8;9,8;3,2;2,9;78;15;Planted;41,496;;12,54;3,1;57,136;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8772;Pinus Pallasiana;30;17,6;10,9;4,2;3,7;136;33;Planted;57,392;;17,45;2,56;77,402;;;;UKR;46,6;32,73;;3595;Lakyda et al., 2016;;80814;12207
8773;Pinus Pallasiana;21;4;3,2;;;4;2;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8774;Pinus Pallasiana;21;4,8;3,6;;;5;2;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8775;Pinus Pallasiana;21;5,9;4,4;;;9;3;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8776;Pinus Pallasiana;21;7;4,9;0,1;1,8;12;4;Planted;5,532;;2,56;0,72;8,812;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8777;Pinus Pallasiana;;;;;;16;6;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8778;Pinus Pallasiana;21;8,5;5,4;0,7;3;22;6;Planted;10,692;;5,88;1,89;18,462;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8779;Pinus Pallasiana;21;8,6;4,9;0,1;3;21;6;Planted;9,408;;6,88;1,85;18,138;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8780;Pinus Pallasiana;21;9,8;5,5;;;26;8;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8781;Pinus Pallasiana;21;10;6;;;29;9;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8782;Pinus Pallasiana;21;11,2;6,1;;;38;11;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8783;Pinus Pallasiana;21;11,6;5,4;;;33;10;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8784;Pinus Pallasiana;21;13,4;5,9;;;46;13;Planted;;;;;;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8785;Pinus Pallasiana;21;15,5;7,4;0,8;4,4;86;19;Planted;39,818;;20,33;5,65;65,798;;;;UKR;46,5;32,64;;2315;Lakyda et al., 2016;;80814;12208
8786;Pinus Pallasiana;25;6,5;8,4;;;19;6;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8787;Pinus Pallasiana;25;9;8,6;;;26;7;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8788;Pinus Pallasiana;25;9,8;9,9;;;36;11;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8789;Pinus Pallasiana;21;10,3;9,3;4,4;2,9;48;9;Planted;25,392;;5,43;1,85;32,672;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8790;Pinus Pallasiana;25;12,1;9,1;;;55;13;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8791;Pinus Pallasiana;25;12,2;10,7;5,5;2,6;70;15;Planted;33,46;;5,29;1,76;40,51;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8792;Pinus Pallasiana;25;12,3;10,5;;;71;16;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8793;Pinus Pallasiana;24;14,1;10,7;3,5;3,9;93;21;Planted;46,5;;9,43;2,46;58,39;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8794;Pinus Pallasiana;25;14,3;10,5;;;105;27;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8795;Pinus Pallasiana;25;16,2;10,4;;;136;30;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8796;Pinus Pallasiana;25;16,4;10,2;;;138;33;Planted;;;;;;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8797;Pinus Pallasiana;24;19,2;10,5;4;4,1;165;34;Planted;78,54;;37,79;6,09;122,42;;;;UKR;46,5;32,64;;2286;Lakyda et al., 2016;;80814;12209
8798;Pinus Pallasiana;31;7,5;7,5;;;19;5;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8799;Pinus Pallasiana;31;9,8;8,7;;;39;11;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8800;Pinus Pallasiana;33;11,7;10,5;4,7;3,2;67;16;Planted;31,557;;5,27;1,58;38,407;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8801;Pinus Pallasiana;33;12,2;10,2;;;69;15;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8802;Pinus Pallasiana;30;13,8;10,4;5,2;2,9;97;20;Planted;33,174;;7,91;1,53;42,614;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8803;Pinus Pallasiana;33;14,2;10,3;;;102;20;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8804;Pinus Pallasiana;33;16,2;10,5;4,4;3,8;119;19;Planted;55,692;;18,15;3,72;77,562;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8805;Pinus Pallasiana;33;16,4;11;;;127;19;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8806;Pinus Pallasiana;33;16,6;11,8;;;137;25;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8807;Pinus Pallasiana;33;18,1;10,7;;;167;31;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8808;Pinus Pallasiana;33;20,3;11,3;;;204;37;Planted;;;;;;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8809;Pinus Pallasiana;33;21,4;11,3;4,3;4,7;219;38;Planted;103,149;;40,42;6,85;150,419;;;;UKR;46,4;32,6;;1600;Lakyda et al., 2016;;80814;12210
8810;Pinus Pallasiana;15;1,2;1,9;;;1;;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8811;Pinus Pallasiana;15;2;2;;;1;;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8812;Pinus Pallasiana;13;2,3;2,5;0,1;0,8;1;;Planted;0,825;;0,29;0,17;1,285;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8813;Pinus Pallasiana;15;2,8;2,7;;;3;1;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8814;Pinus Pallasiana;15;3,1;2,4;0,1;1,5;3;1;Planted;1,278;;1,21;0,51;2,998;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8815;Pinus Pallasiana;15;3,4;2,6;;;3;1;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8816;Pinus Pallasiana;15;4;2,8;;;5;2;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8817;Pinus Pallasiana;13;4,1;2,9;;;5;2;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8818;Pinus Pallasiana;15;4,9;3,2;0,1;1,7;5;1;Planted;2,125;;1,49;0,56;4,175;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8819;Pinus Pallasiana;15;5,1;3,4;;;6;2;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8820;Pinus Pallasiana;15;5,6;3;;;7;2;Planted;;;;;;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8821;Pinus Pallasiana;15;7,4;4,3;0,8;2;10;4;Planted;5,77;;4,1;1,3;11,17;;;;UKR;46,4;32,6;;3848;Lakyda et al., 2016;;80814;12211
8822;Pinus Pallasiana;17;2,2;2,1;;;1;;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8823;Pinus Pallasiana;17;2,3;1,8;0,1;0,8;1;;Planted;0,403;;0,33;0,19;0,923;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8824;Pinus Pallasiana;17;3,3;2,8;0,4;1,5;3;1;Planted;2,349;;1,29;0,49;4,129;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8825;Pinus Pallasiana;17;3,8;2,7;;;3;1;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8826;Pinus Pallasiana;17;4,1;3,2;;;4;2;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8827;Pinus Pallasiana;17;4,1;2,9;;;5;2;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8828;Pinus Pallasiana;17;4,2;3,2;0,4;2,1;5;2;Planted;1,575;;1,34;0,72;3,635;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8829;Pinus Pallasiana;17;4,8;3,3;;;5;1;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8830;Pinus Pallasiana;17;5,2;3,6;0,2;1,6;7;3;Planted;2,681;;1,62;0,68;4,981;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8831;Pinus Pallasiana;17;5,9;3,1;;;7;2;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8832;Pinus Pallasiana;17;7,4;4,2;;;12;2;Planted;;;;;;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8833;Pinus Pallasiana;17;8,9;5,8;0,9;2,1;19;7;Planted;10,564;;5,42;2,17;18,154;;;;UKR;46,4;32,6;;3416;Lakyda et al., 2016;;80814;12212
8834;Pinus Pallasiana;16;2,2;2,9;;;1;;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8835;Pinus Pallasiana;16;3,6;2,5;;;3;1;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8836;Pinus Pallasiana;16;3,9;3,4;1,6;1,3;3;1;Planted;1,296;;0,33;0,13;1,756;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8837;Pinus Pallasiana;16;4,9;4,1;;;6;2;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8838;Pinus Pallasiana;16;5,6;4,1;1,8;1,5;7;2;Planted;2,604;;1,31;0,4;4,314;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8839;Pinus Pallasiana;16;6;4,3;;;8;2;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8840;Pinus Pallasiana;16;7,1;5,2;;;14;4;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8841;Pinus Pallasiana;16;7,2;5,5;;;16;4;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8842;Pinus Pallasiana;16;8,7;4,9;1,4;2,5;19;5;Planted;7,315;;5,22;1,31;13,845;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8843;Pinus Pallasiana;16;8,9;4,7;;;18;5;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8844;Pinus Pallasiana;16;9,5;5,8;;;25;6;Planted;;;;;;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8845;Pinus Pallasiana;16;13;6,3;2,1;3,4;51;10;Planted;20,298;;19,09;4,65;44,038;;;;UKR;46,6;32,73;;3145;Lakyda et al., 2016;;80814;12213
8846;Pinus Pallasiana;35;10,6;8,2;;;48;14;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8847;Pinus Pallasiana;37;12,8;7,3;;;50;15;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8848;Pinus Pallasiana;36;13,9;9,7;2,9;3,8;82;16;Planted;29,028;;20,51;7,06;56,598;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8849;Pinus Pallasiana;36;14,2;8,4;;;85;17;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8850;Pinus Pallasiana;36;15,9;9,4;;;103;27;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8851;Pinus Pallasiana;36;17,4;9,7;2,5;3,5;125;29;Planted;52,125;;27,87;5,4;85,395;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8852;Pinus Pallasiana;37;18,2;9,4;;;136;33;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8853;Pinus Pallasiana;33;19,1;10,3;;;164;40;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8854;Pinus Pallasiana;36;20,4;10,1;2,5;4;191;36;Planted;58,064;;30,13;7,15;95,344;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8855;Pinus Pallasiana;38;21,4;11,2;;;202;41;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8856;Pinus Pallasiana;38;24;11,8;;;255;58;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8857;Pinus Pallasiana;38;24,9;11,8;3,3;5,5;311;63;Planted;138,706;;63,36;20,32;222,386;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8858;Pinus Pallasiana;20;3,9;3,4;;;4;2;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8859;Pinus Pallasiana;20;5,8;5,2;;;10;4;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8860;Pinus Pallasiana;21;6,2;6,1;;;13;4;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8861;Pinus Pallasiana;18;7,9;6,7;2;1,7;20;5;Planted;7,88;;2,78;1,22;11,88;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8862;Pinus Pallasiana;20;8,2;6,3;;;23;7;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8863;Pinus Pallasiana;22;9,8;6,6;;;33;9;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8864;Pinus Pallasiana;22;9,8;6,9;;;31;10;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8865;Pinus Pallasiana;22;10,2;6,7;2,2;2,8;33;10;Planted;12,639;;4,95;1,54;19,129;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8866;Pinus Pallasiana;22;11,8;7,4;1,8;2,5;45;14;Planted;17,505;;6,44;1,69;25,635;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8867;Pinus Pallasiana;22;12;6,6;;;40;12;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8868;Pinus Pallasiana;22;13,1;6,3;;;47;13;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8869;Pinus Pallasiana;22;14;7,5;;;68;20;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8870;Pinus Pallasiana;22;16,2;7,8;0,9;5;91;19;Planted;39,039;;28,41;4,83;72,279;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8871;Pinus Pallasiana;22;2;2,3;;;1;;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8872;Pinus Pallasiana;24;4,1;4,5;;;5;2;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8873;Pinus Pallasiana;24;4,6;4,6;;;6;2;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8874;Pinus Pallasiana;24;6,4;5;;;10;5;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8875;Pinus Pallasiana;21;6,5;5,5;2,1;1,8;13;4;Planted;5,122;;0,9;0,31;6,332;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8876;Pinus Pallasiana;26;7,1;4,8;;;13;5;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8877;Pinus Pallasiana;27;7,9;6,2;;;21;6;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8878;Pinus Pallasiana;26;8,1;6,5;;;23;6;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8879;Pinus Pallasiana;23;9;6,2;0,7;2,4;23;8;Planted;8,878;;4,05;1,32;14,248;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8880;Pinus Pallasiana;26;10,4;5,5;;;31;10;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8881;Pinus Pallasiana;21;10,4;7,1;3;2,1;35;10;Planted;13,65;;4;1,34;18,99;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8882;Pinus Pallasiana;27;11,7;6,3;;;44;12;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8883;Pinus Pallasiana;26;14,3;7,3;1,8;2,9;64;18;Planted;26,624;;8,39;2,7;37,714;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8884;Pinus Pallasiana;24;6,2;5,6;;;12;5;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8885;Pinus Pallasiana;23;7,4;7,6;;;24;8;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8886;Pinus Pallasiana;23;7,9;6,5;;;21;7;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8887;Pinus Pallasiana;24;8,4;6,3;;;21;7;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8888;Pinus Pallasiana;22;8,9;6,6;;;27;9;Planted;9,585;;4,25;1,11;14,945;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8889;Pinus Pallasiana;22;9,9;7;;;32;9;Planted;11,488;;2,71;0,88;15,078;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8890;Pinus Pallasiana;23;10,6;6,8;;;38;11;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8891;Pinus Pallasiana;24;11,2;7,5;;;41;11;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8892;Pinus Pallasiana;24;11,4;7,1;;;37;10;Planted;16,354;;7,1;1,89;25,344;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8893;Pinus Pallasiana;24;12,8;7,3;;;52;14;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8894;Pinus Pallasiana;24;15;7,9;;;84;25;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8895;Pinus Pallasiana;24;16,7;8,1;;;102;25;Planted;37,23;;17,55;4,68;59,46;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8896;Pinus Pallasiana;14;2,1;2,5;;;1;;Planted;;;;;;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
8897;Pinus Pallasiana;13;2,9;2,4;0,1;1,5;2;1;Planted;0,886;;1,31;0,41;2,606;;;;UKR;46,6;32,73;;1243;Lakyda et al., 2016;;80814;12214
