"";"ID";"Tree.species";"Tree.species.code";"Tree.composition";"Structure.of.age";"Origin";"Site.index";"Stand.age";"Height";"DBH";"Tree.number";"Relative.stocking";"Basal.area";"Growing.sto.U.0441.k";"Stem...bark";"Bark";"Wood...bark.of.crown";"Leaves...needles";"Stump...Roots";"Roots.1.mm";"Roots.2.mm";"Roots.5.mm";"Roots.7.mm";"Undergrowth";"Bushes";"Undergrowth...Bushes";"Und...Bushes.with.roots";"Green.forest.floor";"GFF.with.roots";"Snags";"Logs";"Snags...logs";"Dead.branches";"Dead.roots";"Litter";"Country";"Latitude";"Longitude";"ALT_m";"Year";"Number.of.sampled.trees";"LAI..tree.";"Ecoregion";"Reference"
"78";98;"Abies sibirica";103;"Fi";NA;NA;"8";"40";10,8;11,3;1930;0,82;19,3;108;35,17;3,7;6,36;4,7;NA;NA;NA;NA;NA;NA;NA;0,1;NA;0,15;NA;NA;NA;NA;NA;NA;7,8;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"79";99;"Abies sibirica";103;"Fi";NA;NA;"8";"50";13;13,2;1545;0,84;21,2;139;45,07;5;6,84;5,59;NA;NA;NA;NA;NA;NA;NA;0,41;NA;0,24;NA;NA;NA;NA;NA;NA;10,23;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"80";100;"Abies sibirica";103;"Fi";NA;NA;"8";"60";14,8;15,2;1220;0,79;22,2;164;53,11;6,3;7,9;6,3;NA;NA;NA;NA;NA;NA;NA;0,55;NA;0,75;NA;NA;NA;NA;NA;NA;12,24;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"81";101;"Abies sibirica";103;"Fi";NA;NA;"8";"70";16,2;16,9;1040;0,8;23,3;185;61,28;7,42;8,88;7;NA;NA;NA;NA;NA;NA;NA;0,63;NA;1,16;NA;NA;NA;NA;NA;NA;13,95;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"82";102;"Abies sibirica";103;"Fi";NA;NA;"8";"80";17,6;18,4;890;0,76;23,7;201;67,96;8,4;9,83;7,59;NA;NA;NA;NA;NA;NA;NA;0,69;NA;1,5;NA;NA;NA;NA;NA;NA;15,7;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"83";103;"Abies sibirica";103;"Fi";NA;NA;"8";"90";18,9;19,7;785;0,75;23,9;215;74,2;9,5;10,77;8,13;NA;NA;NA;NA;NA;NA;NA;0,75;NA;1,82;NA;NA;NA;NA;NA;NA;17;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"84";104;"Abies sibirica";103;"Fi";NA;NA;"8";"100";20;21,2;680;0,73;24;224;80,18;9,8;11,65;8,65;NA;NA;NA;NA;NA;NA;NA;0,8;NA;2,14;NA;NA;NA;NA;NA;NA;17,8;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"85";105;"Abies sibirica";103;"Fi";NA;NA;"8";"110";20,8;22,6;605;0,71;24,2;229;86,32;10,55;12,48;9,16;NA;NA;NA;NA;NA;NA;NA;0,84;NA;2,41;NA;NA;NA;NA;NA;NA;17,81;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"86";106;"Abies sibirica";103;"Fi";NA;NA;"8";"120";21,6;23,8;540;0,69;24,1;234;91,82;11,36;13,29;9,63;NA;NA;NA;NA;NA;NA;NA;0,88;NA;2,68;NA;NA;NA;NA;NA;NA;17,7;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"87";107;"Abies sibirica";103;"Fi";NA;NA;"8";"130";22,1;24,3;510;0,68;23,8;236;96,83;11,8;14,06;10,03;NA;NA;NA;NA;NA;NA;NA;0,92;NA;2,94;NA;NA;NA;NA;NA;NA;17,54;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"88";108;"Abies sibirica";103;"Fi";NA;NA;"9";"140";22,4;26;445;0,72;23,7;237;102,23;12,4;14,76;10,47;NA;NA;NA;NA;NA;NA;NA;0,96;NA;3,1;NA;NA;NA;NA;NA;NA;17,1;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"89";109;"Abies sibirica";103;"Fi";NA;NA;"8";"150";22,5;27;410;0,67;23,6;237;107,6;12,6;15,44;10,89;NA;NA;NA;NA;NA;NA;NA;1,09;NA;3,15;NA;NA;NA;NA;NA;NA;16,92;"RUS";60;91;NA;1986;NA;NA;80601;"Kuzikov, Gribov, 1988"
"90";111;"Betula pendula, B. pubescens";124;"100-Bi";"even-aged";"Natural";"9";"60";13,5;13,8;1283;1,42654919082612;19,2;165,7;97,21;12,53;12,39;2,24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";53;93;NA;1969;NA;NA;80519;"Protopopov, Gribov, 1971"
"91";113;"Picea ajanensis";102;"30-Sp,61-Fi,3-Bi,3-Be,3-Ps";"uneven-aged";"Natural";"11";"36";3,3;3,7;9000;1;16;48;27,93;3,9;7,04;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,6;NA;NA;"RUS";44,3;134,3;NA;1969;"60";NA;80443;"Dyukarev et al., 1971"
"92";114;"Picea ajanensis";102;"40-Sp,30-Fi,10-Bi,10-Be,10-Ps";"uneven-aged";"Natural";"10";"64";9,9;11,5;3160;1,49;33;175;111,4;14,4;18;8,98;NA;NA;NA;NA;NA;2,3;NA;NA;NA;NA;NA;NA;NA;NA;5,1;NA;NA;"RUS";44,3;134,3;NA;1969;"60";NA;80443;"Dyukarev et al., 1971"
"93";115;"Picea ajanensis";102;"50-Sp,20-Fi,10-Bi,10-Be,10-Ps";"uneven-aged";"Natural";"10";"94";15,6;17,6;1400;1,15;34;304;167,5;19,5;24,5;12,3;NA;NA;NA;NA;NA;NA;0,092;NA;NA;0,441;NA;NA;NA;NA;6,55;NA;NA;"RUS";44,3;134,3;NA;1969;"60";NA;80443;"Dyukarev et al., 1971"
"94";117;"Picea ajanensis";102;"80-Sp,10-Fi,3-Be,3-Bi,3-Ps";"uneven-aged";"Natural";"8";"133";24,2;30,6;600;1,02;44;505;218,8;22,3;28,79;12,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,39;NA;NA;"RUS";44,3;134,3;NA;1969;"60";NA;80443;"Dyukarev et al., 1971"
"95";118;"Picea ajanensis";102;"80-Sp,10-Fi,3-Be,3-Bi,3-Ps";"uneven-aged";"Natural";"8";"149";24,5;29,7;550;0,87;38;440;216;22;28,9;11,4;NA;NA;NA;NA;NA;11,5;0,056;11,556;NA;0,443;NA;NA;NA;NA;7,51;NA;NA;"RUS";44,3;134,3;NA;1969;"60";NA;80443;"Dyukarev et al., 1971"
"96";120;"Picea ajanensis";102;"40-Sp,30-Bi,20-Fi,5-Li,5-Ma";"uneven-aged";"Natural";"10";"110";13,1;16,5;NA;1,4;36,31;317,6;130,736;18,446;22,453;11,379;NA;NA;NA;NA;NA;3,999;0,0999;4;NA;0,1863;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1968;NA;NA;80443;"Dyukarev, Rozenberg, 1970"
"97";121;"Picea ajanensis";102;"48-Sp,47-Fi,3-Ps,1-Bi,1-Ma";"uneven-aged";"Natural";"10";"110";12,7;12,7;NA;1,54;40,01;290,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0015;0,0015;NA;1,8842;NA;NA;NA;NA;NA;NA;NA;"RUS";45;135;NA;1971;NA;NA;80443;"Dyukarev, Rozenberg, 1970, 1975"
"98";123;"Betula pendula, B. pubescens";124;"100-Bi";"even-aged";"Vegetative";"6";"36";15,3;12,1;1655;0,904111792384176;19,26;135,5;85,252;12,124;9,66;2,444;"42.95";NA;NA;NA;NA;3,18;NA;NA;NA;NA;NA;NA;NA;NA;0,78;6,774;NA;"KAZ";55;69;NA;1972;"2-3";NA;80809;"Kolodchenko, 1974"
"99";124;"Betula pendula, B. pubescens";124;"100-Bi";"even-aged";"Vegetative";"7";"60";19,4;21,3;513;0,713846347427817;19,38;147,5;86,595;11,391;98,901;2,9;"43.84";NA;NA;NA;NA;0,614;0,07;0,674;1,014;0,63;2,73;NA;NA;NA;NA;10,44;NA;"KAZ";55;69;NA;1972;"2-3";NA;80809;"Kolodchenko, 1974"
"100";125;"Betula pendula, B. pubescens";124;"100-Bi";"even-aged";"Vegetative";"6";"23";13,8;9,5;2680;0,997459872184701;18,8;127;73,368;10,637;8,2393;2,43;NA;NA;NA;NA;NA;0,882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KAZ";55;69;NA;1972;"2-3";NA;80809;"Kolodchenko, 1974"
"101";126;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"9";"60";12;11,5;2825;1,07453418682767;28,6;177,5;100,666;7,504;14,771;8,798;"21.158";NA;NA;NA;NA;NA;NA;NA;NA;0,545;1,995;NA;NA;NA;3,536;3,95;42,875;"KAZ";55;69;NA;1972;NA;NA;80809;"Zhuravleva, 1974"
"102";127;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"8";"40";11;10,2;2940;0,940337054808102;23,8;139,4;83,122;7,074;12,921;14,133;"24.154";NA;NA;NA;NA;NA;NA;NA;NA;1,06;2,13;NA;NA;NA;1,18;2,41;29,575;"KAZ";55;69;NA;1972;NA;NA;80809;"Zhuravleva, 1974"
"103";131;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"98";15;22;392;0,533450531864762;NA;115;54,5;5,7;7,8;3,1;"13.7";NA;NA;NA;NA;0,45;1,34;1,79;NA;4,29;NA;NA;NA;NA;NA;NA;23,2;"RUS";66;87,3;NA;1967;"10-15";3,37;80611;"Pozdnyakov, 1969, 1975a; Gorbatenko, 1970"
"104";132;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"119";14;19;589;0,632254596562975;NA;125;58;5,3;6,5;2,8;"15.8";NA;NA;NA;NA;0,08;1,15;1,23;NA;3,97;NA;NA;NA;NA;NA;NA;22,8;"RUS";66;87,3;NA;1967;"10-15";3,32;80611;"Pozdnyakov, 1969, 1975a; Gorbatenko, 1970"
"105";133;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"136";16;23;508;0,732012681994273;NA;171;81,6;7,2;9,3;3,4;"23.7";NA;NA;NA;NA;0,04;3,87;3,91;NA;3,21;NA;NA;NA;NA;NA;NA;29,1;"RUS";66;87,3;NA;1967;"10-15";3,77;80611;"Pozdnyakov, 1969, 1975a; Gorbatenko, 1970"
"106";134;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"9";"176";19;27;377;0,623988425458845;NA;186;88,1;8,1;11,2;4;"25.4";NA;NA;NA;NA;0,11;1,2;1,31;NA;3,82;NA;NA;NA;NA;NA;NA;34,7;"RUS";66;87,3;NA;1967;"10-15";4,56;80611;"Pozdnyakov, 1969, 1975a; Gorbatenko, 1970"
"107";135;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"183";17;23;568;0,77457700511693;NA;195;89,9;8,5;9,8;3,9;"27.4";NA;NA;NA;NA;0,02;0,03;0,05;NA;1,02;NA;NA;NA;NA;NA;NA;19,3;"RUS";66;87,3;NA;1967;"10-15";3,86;80611;"Pozdnyakov, 1969, 1975a; Gorbatenko, 1970"
"108";136;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"9";"40";9;7;7925;1,28726474452214;NA;144;64;6,2;6,9;2,6;"16";NA;NA;NA;NA;NA;NA;NA;NA;1,52;NA;NA;NA;NA;NA;NA;15,8;"RUS";62;90;NA;1967;"10-15";2,49;80601;"Pozdnyakov et al., 1969; Pozdnyakov., 1975a"
"109";137;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"8";"70";18;15;1845;0,94458774948476;NA;274;123,9;12,1;7,6;5,1;"24.8";NA;NA;NA;NA;0,49;0,21;0,7;NA;2;NA;NA;NA;NA;NA;NA;19,1;"RUS";62;90;NA;1967;"10-15";5,46;80601;"Gorbatenko, 1970; Pozdnyakov et al., 1969; Pozdnyakov., 1975a"
"110";140;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"157";17;21;2323;1,05938301161377;NA;266,7;119,9;11,9;7,8;3;"29.7";NA;NA;NA;NA;NA;NA;NA;NA;1,5;NA;NA;NA;NA;NA;NA;16,9;"RUS";62;90;NA;1967;"10-15";3,35;80601;"Pozdnyakov et al., 1969; Pozdnyakov, 1975a; Gorbatenko, 1970"
"111";142;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"7";"70";20;23;NA;0,952697012844786;NA;331;152,5;15;13,5;8,8;"37";NA;NA;NA;NA;0,28;0,02;0,3;NA;1,3;NA;NA;NA;NA;NA;NA;16,8;"RUS";56,33;93;NA;1967;"10-15";8,91;80817;"Pozdnyakov et al., 1969"
"112";144;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"6";"80";24;32;NA;0,754582799166104;NA;350;158,9;16;15,2;8,1;"28.8";NA;NA;NA;NA;0,13;0,09;0,22;NA;3,63;NA;NA;NA;NA;NA;NA;13,5;"RUS";53,5;92;NA;1967;"10-15";7,85;80817;"Pozdnyakov et al., 1969"
"113";145;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"7";"90";24;28;NA;0,995972054575456;NA;438;216,4;19,4;19,7;12,1;"41.7";NA;NA;NA;NA;0,13;0,04;0,17;NA;2,31;NA;NA;NA;NA;NA;NA;14,2;"RUS";53,5;92;NA;1967;"10-15";10,25;80817;"Pozdnyakov et al., 1969"
"114";146;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"8";"72";18;27;527;0,861850136391205;NA;250;113,9;11,6;12,2;7,5;"28.2";NA;NA;NA;NA;NA;NA;NA;NA;0,63;NA;NA;NA;NA;NA;NA;11,7;"RUS";53,5;92;NA;1967;"10-15";7,27;80817;"Pozdnyakov et al., 1969; Gorbatenko, 1970"
"115";148;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"9";"88";15;18;1289;1,04839981817545;NA;232;105,1;10,2;9;5,8;"23.8";NA;NA;NA;NA;NA;NA;NA;NA;0,72;NA;NA;NA;NA;NA;NA;10,9;"RUS";53,5;92;NA;1967;"10-15";6,07;80817;"Pozdnyakov et al., 1969; Gorbatenko, 1970"
"116";151;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"8";"50";13;14;1871;0,987699826503581;NA;185;83,7;7,7;13,1;5,2;"19.7";NA;NA;NA;NA;0,12;0,37;0,49;NA;NA;NA;NA;NA;NA;NA;NA;19,8;"RUS";51,75;94,5;NA;1967;"10-15";NA;80815;"Pozdnyakov et al., 1969; Gorbatenko, 1970"
"117";152;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"8";"70";17;22;576;0,813665128991553;NA;219;105,2;9,7;16,7;5,3;"21";NA;NA;NA;NA;1,61;0,06;1,67;NA;NA;NA;NA;NA;NA;NA;NA;20,7;"RUS";51,75;94,5;NA;1967;"10-15";NA;80815;"Pozdnyakov et al., 1969; Gorbatenko, 1970"
"118";155;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"8";"130";23;33;359;0,892701808099687;NA;353;155,6;15,5;19,9;6,3;"32.6";NA;NA;NA;NA;0,76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,4;"RUS";51,75;94,5;NA;1967;"10-15";NA;80815;"Pozdnyakov et al., 1969; Gorbatenko, 1970"
"119";157;"Larix cajanderi";104;"100-La";"even-aged";"Natural";"12";"350";8;10;995;0,76;NA;56;31,4;4,9;2,7;0,7;"8.8";NA;NA;NA;NA;NA;NA;NA;NA;5,3;NA;NA;NA;NA;NA;NA;25,8;"RUS";67;123;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"120";158;"Larix cajanderi";104;"100-La";"even-aged";"Natural";"11";"150";13;15;490;0,37;NA;55;30,9;5,6;2,1;0,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";68;134;NA;1967;"10-15";NA;80605;"Pozdnyakov et al., 1969"
"121";159;"Larix cajanderi";104;"100-La";"even-aged";"Natural";"10";"170";18;19;370;0,35;NA;87;49,4;8,2;2,2;0,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";68;134;NA;1967;"10-15";NA;80605;"Pozdnyakov et al., 1969"
"122";160;"Larix cajanderi";104;"80-La,20-Bi";"even-aged";"Natural";"10";"14";1,8;1;112000;NA;NA;16,9;9,1;NA;2,2;2,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,03;NA;NA;NA;NA;NA;NA;14;"RUS";62;130;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"123";161;"Larix cajanderi";104;"90-La,10-Bi";"even-aged";"Natural";"9";"70";12;7;4438;0,77;18;122;50,8;10,2;2,6;2,2;NA;NA;NA;NA;NA;NA;0,01;0,01;NA;0,08;NA;NA;NA;NA;NA;NA;30;"RUS";62;130;NA;1967;"10-15";2,5;80601;"Kutaf’yev, Mitrofanov, 1973; Mitrofanov, 1977"
"124";162;"Larix cajanderi";104;"100-La";"even-aged";"Natural";"10";"120";17;12;2704;0,97;29,7;230;131,3;21,2;8,7;3,4;NA;NA;NA;NA;NA;NA;0,1;0,1;NA;0,29;NA;NA;NA;NA;NA;NA;21,6;"RUS";62;130;NA;1967;"10-15";1,5;80601;"Mitrofanov., 1977; Pozdnyakov et al., 1969"
"125";163;"Larix cajanderi";104;"100-La";"even-aged";"Natural";"10";"150";18;16;976;0,63;20,3;175;100,2;16,5;7;2,1;NA;NA;NA;NA;NA;0;0,27;0,27;NA;1,06;NA;NA;NA;NA;NA;NA;17,5;"RUS";62;130;NA;1967;"10-15";1,5;80601;"Mitrofanov., 1977; Pozdnyakov et al., 1969"
"126";164;"Larix cajanderi";104;"99-La,1-Bi";"even-aged";"Natural";"10";"130";14;17;506;0,44;11,4;184;109,2;17,7;8,3;2;NA;NA;NA;NA;NA;NA;0,3;0,3;NA;1,5;NA;NA;NA;NA;NA;NA;9,1;"RUS";62;130;NA;1967;"10-15";NA;80601;"Kutaf’yev, Mitrofanov, 1973; Mitrofanov, 1977"
"127";166;"Larix cajanderi";104;"99-La,1-Pi";"even-aged";"Natural";"10";"180";15;14;1275;0,7;NA;140;77,6;13,3;8;1,4;NA;NA;NA;NA;NA;0,25;0,85;1,1;NA;2,38;NA;NA;NA;NA;NA;NA;13,4;"RUS";62,5;132;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"128";167;"Larix cajanderi";104;"99-La,1-Pi";"even-aged";"Natural";"10";"200";18;24;496;0,74;NA;186;105,8;17,5;12,6;2,1;NA;NA;NA;NA;NA;1,19;0,12;1,31;NA;2,57;NA;NA;NA;NA;NA;NA;11,1;"RUS";62,5;132;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"129";168;"Larix cajanderi";104;"90-La,10-Pi";"even-aged";"Natural";"8";"135";24;29;460;0,77;32,6;324;184,3;33,1;17,5;3;NA;NA;NA;NA;NA;0,13;0,44;0,57;NA;3,1;NA;NA;NA;NA;NA;NA;16,6;"RUS";60,3;121;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"130";169;"Larix cajanderi";104;"100-La";"even-aged";"Natural";"11";"150";12;14;610;0,42;NA;56;32,6;4,2;2,9;0,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;18;"RUS";60,3;121;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"131";170;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"11";"130";11;14;1024;0,718030076789259;NA;105;47,6;4,8;4,5;2,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,99;NA;NA;NA;NA;NA;NA;12,3;"RUS";62;130;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"132";171;"Pinus sylvestris";101;"90-Pi,10-La";"even-aged";"Natural";"10";"140";16;23;452;0,599308628533323;NA;140;66,2;8,5;7,1;3,7;NA;NA;NA;NA;NA;0,02;0,01;0,03;NA;4,27;NA;NA;NA;NA;NA;NA;18,4;"RUS";62;130;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"133";172;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"300";18;25;348;0,525936520912661;NA;142;63,7;7,8;4,7;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,4;NA;NA;NA;NA;NA;NA;14;"RUS";62;130;NA;1967;"10-15";NA;80601;"Pozdnyakov et al., 1969"
"134";173;"Betula pendula, B. pubescens";124;"100-Bi";"even-aged";"Natural";"9";"47";10,3;5,8;4770;0,83784603343795;12,6;66;39;6,5;5,6;2,4;NA;NA;NA;NA;NA;NA;0,01;NA;NA;0,33;NA;NA;NA;NA;NA;NA;10,8;"RUS";62;130;NA;1967;"10-15";NA;80601;"Mitrofanov, 1977; Pozdnyakov et al., 1969"
"135";175;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"11";"90";10;14;1010;0,685780733155857;15,8;89;40,1;6,3;4,7;2,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,8;NA;NA;NA;NA;NA;NA;NA;"RUS";61;69;NA;1973;NA;NA;80611;"Mitrofanov, 1977; Pozdnyakov., 1975a"
"136";176;"Pinus sylvestris";101;"68-Pi,30-Pk,2-La,2-Bi";"even-aged";"Natural";"9";"100";16;16;850;0,869547426790977;25,5;209;101;11,8;6;3,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,56;NA;NA;NA;NA;NA;NA;NA;"RUS";61,1;73;NA;1973;NA;NA;80611;"Mitrofanov, 1977; Pozdnyakov., 1975a"
"137";177;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"10";"68";10;12;2890;1,53344776957211;30;197;89,4;12,3;8,5;5,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA;NA;NA;NA;NA;NA;"RUS";61,1;73;NA;1973;NA;NA;80611;"Mitrofanov, 1977; Pozdnyakov., 1975a"
"138";179;"Pinus sylvestris";101;"77-Pi,20-La,3-Bi";"uneven-aged";"Natural";"8";"93";19;20;879;1,21829562641314;39,3;379;166,8;22,4;13,7;5,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,3;NA;NA;NA;NA;NA;NA;7,9;"RUS";61;63;NA;1975;NA;NA;80611;"Mitrofanov, 1977"
"139";180;"Picea obovata";102;"67-Sp,20-Ps,10-La,3-Bi";"uneven-aged";"Natural";"10";"220";15;13;1433;0,83;23,5;200;85,7;12,2;13,7;9,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,7;NA;NA;NA;NA;NA;NA;NA;"RUS";61;63;NA;1975;NA;NA;80611;"Mitrofanov, 1977"
"140";183;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"11";"117";13;20;465;0,594446740558197;16,1;107;48,7;6,8;7,3;3,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,4;NA;NA;NA;NA;NA;NA;NA;"RUS";62,15;117,2;NA;1973;NA;NA;80601;"Mitrofanov, 1977; Pozdnyakov., 1975a"
"141";184;"Pinus sylvestris";101;"99-Pi,1-La";"even-aged";"Natural";"12";"172";7;10;3552;1,37925239169783;24,8;114;53,2;4,2;7,1;3,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,81;NA;NA;NA;NA;NA;NA;9,4;"RUS";62;130;NA;1973;NA;NA;80601;"Mitrofanov, 1977; Pozdnyakov., 1975a"
"142";185;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"8";"30";9;6;8417;1,03436535338867;NA;115;51,9;NA;6,1;4,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"143";186;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"8";"45";13;10;4253;1,13185061199329;NA;212;99;NA;9,5;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"144";187;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"8";"80";20;17;1802;1,11992224276337;NA;372;173,2;NA;18,2;8,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"145";188;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"8";"104";22;20;1391;1,15662872372723;NA;433;209,5;NA;22,7;7,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"146";189;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"8";"116";24;25;884;1,11181244268759;NA;463;199,6;NA;24,9;6,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"147";190;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"8";"120";25;27;756;1,09290505121968;NA;478;202,1;NA;28,1;6,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"148";191;"Pinus sylvestris";101;"100-Pi";NA;"Natural";"7";"280";30;60;157;1,00265450109258;NA;578;183,4;NA;35,9;3,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RUS";56,25;85;NA;1973;NA;NA;80817;"Pozdnyakov., 1975a"
"149";192;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"7";"22";7,9;6,1;10500;1,64387370082033;30;149;57,3;4,6;6,1;6,2;"14.2";NA;NA;NA;NA;NA;NA;NA;5,1;NA;NA;NA;NA;NA;2,5;NA;8,3;"RUS";56;94;NA;1972;"18";NA;80817;"Semechkina, 1978; Pozdnyakov., 1975a"
"150";195;"Pinus sylvestris";101;"98-Pi,1-Bi,1-La";"even-aged";"Natural";"5";"33";15;14,2;2474;1,26536848680222;39,9;317,9;115,56;9,4;13,57;7,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,74;NA;NA;"RUS";56;94;NA;1972;"17";NA;80817;"Semechkina, 1978; Pozdnyakov., 1975a"
"151";197;"Pinus sylvestris";101;"98-Pi,1-Bi,1-La";NA;NA;"6";"66";24,1;30,2;540;0,852150096774947;NA;397,4;152,94;NA;25,53;7,07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,2;NA;NA;6,83;NA;NA;"RUS";56;94;NA;1972;NA;NA;80817;"Semechkina, 1978; Pozdnyakov., 1975a"
"152";198;"Pinus sylvestris";101;"100-Pi";"even-aged";"Natural";"6";"22";8,7;7,5;5825;1,2789210920227;25,9;134;92,1;NA;10,85;10,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,4;NA;NA;"RUS";56;94;NA;1976;NA;NA;80817;"Semechkina, 1978"
