"";"ID";"Tree.species";"Tree.species.code";"Tree.composition";"Structure.of.age";"Origin";"Site.index";"Stand.age";"Height";"DBH";"Tree.number";"Relative.stocking";"Basal.area";"Growing.sto.U.0441.k";"Stem...bark";"Bark";"Wood...bark.of.crown";"Leaves...needles";"Stump...Roots";"Roots.1.mm";"Roots.2.mm";"Roots.5.mm";"Roots.7.mm";"Undergrowth";"Bushes";"Undergrowth...Bushes";"Und...Bushes.with.roots";"Green.forest.floor";"GFF.with.roots";"Snags";"Logs";"Snags...logs";"Dead.branches";"Dead.roots";"Litter";"Country";"Latitude";"Longitude";"ALT_m";"Year";"Number.of.sampled.trees";"LAI..tree.";"Ecoregion";"Reference"
"8705";10578;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"21";NA;NA;NA;NA;NA;NA;130,76;17,41;11,93;18,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;5,39;"CHN";26,15;109,7;"400";1996;NA;NA;80101;"Chen 1998; cited by Luo et al., 2014"
"8706";10579;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"27";NA;NA;NA;NA;NA;NA;214,98;29,11;17,34;17,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6,91;"CHN";26,15;109,7;"400";1996;NA;NA;80101;"Chen 1998; cited by Luo et al., 2014"
"8707";10580;"Alniphyllum fortunei ";180;NA;NA;"Planted";NA;"17";12,2;15,37;2150;NA;NA;233,927;115,09;NA;35,131;17,028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,98;116,88;"400";1998;NA;NA;40118;"Chen 2000; cited by Luo et al., 2014"
"8708";10581;"Fokienia hodginsii";180;NA;NA;"Planted";NA;"10";6,31;9,21;2390;NA;NA;79,83;33,436;NA;9,943;7,122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;3,211;"CHN";25,3;118,35;"485";1999;"1";NA;40118;"Chen 2001; cited by Luo et al., 2014"
"8709";10582;"Schima superba";180;NA;NA;"Planted";NA;"10";8,38;8,62;2358;NA;NA;61,31;36,549;NA;13,299;9,739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";25,3;118,35;"485";1999;"1";NA;40118;"Chen 2001; cited by Luo et al., 2014"
"8710";10583;"Fokienia hodginsii & Schima superba";180;NA;NA;"Planted";NA;"10";7,81;9,9;2350;NA;NA;104,51;43,759;NA;12,784;8,491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;5,321;"CHN";25,3;118,35;"485";1999;"1";NA;40118;"Chen 2001; cited by Luo et al., 2014"
"8711";10584;"Castanopsis carlesii";180;NA;NA;"Secondary";NA;"8";6,4;4,7;10048;NA;NA;64,8;31,9;NA;6,6;2,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,71;117,71;"663";NA;"1";NA;40118;"Chen 2005; cited by Luo et al., 2014"
"8712";10585;"Castanopsis carlesii";180;NA;NA;"Secondary";NA;"6";7;4,2;11133;NA;NA;63,5;32,8;NA;5,3;4,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,71;117,71;"663";NA;"1";NA;40118;"Chen 2005; cited by Luo et al., 2014"
"8713";10586;"Fokienia hodginsii f. columnaris";180;NA;NA;"Planted";NA;"16";8,26;12,9;2595;NA;NA;131,307;77,36;NA;9,52;9,38;NA;NA;NA;NA;NA;NA;4,86;NA;NA;NA;2,07;NA;NA;NA;NA;NA;NA;"CHN";26,38;117,79;"215";NA;"1";NA;40118;"Chen 2006a; cited by Luo et al., 2014"
"8714";10587;"Fokienia hodginsii";180;NA;NA;"Planted";NA;"16";7,72;13,4;2150;NA;NA;118,25;64,52;NA;10,4;8,43;NA;NA;NA;NA;NA;NA;6,48;NA;NA;NA;3,22;NA;NA;NA;NA;NA;NA;"CHN";26,38;117,79;"215";NA;"1";NA;40118;"Chen 2006a; cited by Luo et al., 2014"
"8715";10588;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"14";8,06;10,87;2950;NA;NA;113,28;33,34;NA;12,04;7,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;3,211;"CHN";27,85;117,53;"405";NA;"1";NA;40118;"Chen 2006b; cited by Luo et al., 2014"
"8716";10589;"Sassafras tzumu";180;NA;NA;"Planted";NA;"14";10,8;9;2895;NA;NA;105,38;20,2;NA;9,64;8,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6,102;"CHN";27,85;117,53;"405";NA;"1";NA;40118;"Chen 2006b; cited by Luo et al., 2014"
"8717";10590;"Cunninghamia lanceolata & Sassafras tzumu";180;"FC";NA;"Planted";NA;"14";10,28;11,31;3000;NA;NA;160,2;41,94;NA;13,11;10,62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6,083;"CHN";27,85;117,53;"405";NA;"1";NA;40118;"Chen 2006b; cited by Luo et al., 2014"
"8718";10591;"Castanopsis fissa";180;NA;NA;"Planted";NA;"15";12,2;18,5;692;NA;NA;110,789;56,78;NA;20,67;5,81;NA;NA;NA;NA;NA;NA;2,18;NA;NA;NA;0,63;NA;NA;NA;NA;NA;NA;"CHN";26,38;117,79;"430";NA;"1";NA;40118;"Chen 2006c; cited by Luo et al., 2014"
"8719";10592;"Castanopsis fissa";180;NA;NA;"Planted";NA;"15";14,8;19,3;725;NA;NA;152,54;59,32;NA;21,05;6,3;NA;NA;NA;NA;NA;NA;2,31;NA;NA;NA;0,65;NA;NA;NA;NA;NA;NA;"CHN";26,38;117,79;"400";NA;"1";NA;40118;"Chen 2006c; cited by Luo et al., 2014"
"8720";10593;"Picea wilsonii";102;"Sp";NA;"Primary";NA;"47";NA;NA;NA;NA;NA;197,605;66,83;7,75;29,96;22,72;NA;NA;NA;NA;NA;NA;NA;1,414;NA;0,104;NA;NA;NA;0;NA;NA;40,42;"CHN";33,43;108,45;"2100";NA;NA;NA;80434;"Chen, Peng 1996; cited by Luo et al., 2014"
"8721";10594;"Pinus tabuliformis";101;"Pi";NA;"Secondary";NA;"30";NA;NA;NA;NA;NA;157,358;59,66;6,5;24,45;9;NA;NA;NA;NA;NA;NA;NA;2,655;NA;0,576;NA;NA;NA;0;NA;NA;18,62;"CHN";33,43;108,45;"1750";NA;NA;NA;80434;"Chen, Peng 1996; cited by Luo et al., 2014"
"8722";10595;"Pinus armandii";101;"Pi";NA;"Primary";NA;"30";NA;NA;NA;NA;NA;116,754;44,12;5,71;21,3;6,28;NA;NA;NA;NA;NA;NA;NA;2,826;NA;0,214;NA;NA;NA;0;NA;NA;29,42;"CHN";33,43;108,45;"1950";NA;NA;NA;80434;"Chen, Peng 1996; cited by Luo et al., 2014"
"8723";10596;"Betula albosinensis";180;"Bi";NA;"Secondary";NA;"50";NA;NA;NA;NA;NA;133,379;69,67;10,59;20,14;2,34;NA;NA;NA;NA;NA;NA;NA;2,037;NA;0,118;NA;NA;NA;NA;NA;NA;NA;"CHN";33,43;108,45;"2000";NA;NA;NA;80434;"Chen, Peng 1996; cited by Luo et al., 2014"
"8724";10597;"Quercus aliena var. acutiserrata";110;"Oa";NA;"Secondary";NA;"32";NA;NA;NA;NA;NA;229,031;140,1;15,62;39,32;6,24;NA;NA;NA;NA;NA;NA;NA;1,778;NA;0,334;NA;NA;NA;0;NA;NA;10,06;"CHN";33,43;108,45;"1725";NA;NA;NA;80434;"Chen, Peng 1996; cited by Luo et al., 2014"
"8725";10598;"Quercus mongolica ";110;"Oa";NA;"Secondary";"5";"32";14,5;13,2;1960;0,810362694300518;NA;156,4;135,054;NA;13,2;3,494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,277;3,657;NA;6,882;"CHN";45,28;127,52;"369";NA;"1";NA;80426;"Chen et al. 1982; cited by Luo et al., 2014"
"8726";10599;"Populus davidiana; Phellodendron amurense; Juglans mandshurica & Tilia amurensis";131;"Po";NA;"Secondary";"7";"31";14,6;12;1590;NA;NA;120,5;56,188;NA;7,292;1,796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,267;1,272;NA;14,652;"CHN";45,28;127,52;"480";NA;"1";NA;80426;"Chen et al. 1982; cited by Luo et al., 2014"
"8727";10600;"Fraxinus mandshurica & Juglans mandshurica";180;NA;NA;"Secondary";"6";"28";11;11,6;1170;NA;NA;75,3;49,013;NA;9,614;4,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,825;1,553;NA;8,658;"CHN";45,28;127,52;"480";NA;"1";NA;80426;"Chen et al. 1982; cited by Luo et al., 2014"
"8728";10601;"Tilia amurensis; Populus davidiana; Juglans mandshurica; Ulmus davidiana var. japonica; etc.";130;"Li";NA;"Secondary";"6";"37";15,6;15,4;1050;NA;NA;149,8;80,189;NA;15,65;3,315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,208;4,128;NA;11,972;"CHN";45,28;127,52;"480";NA;"1";NA;80426;"Chen et al. 1982; cited by Luo et al., 2014"
"8729";10602;"Pinus tabuliformis";180;"Pi";NA;"Planted";"9";"28";4,25;7,37;1700;0,526499417618109;NA;20,733;14,066;NA;6,069;4,571;NA;NA;NA;NA;NA;NA;8,21;2,385;8,21;0,265;0,74;NA;NA;NA;NA;NA;NA;"CHN";40,01;116,21;"325";NA;NA;NA;80424;"Chen et al. 1984; cited by Luo et al., 2014"
"8730";10603;"Pinus tabuliformis";180;"Pi";NA;"Planted";"9";"28";5,5;8,38;1700;0,615081137330043;NA;34,689;19,623;NA;9,505;6,884;NA;NA;NA;NA;NA;NA;5,45;2,282;5,45;0,346;0,77;NA;NA;NA;NA;NA;NA;"CHN";40,01;116,21;"325";NA;NA;NA;80424;"Chen et al. 1984; cited by Luo et al., 2014"
"8731";10604;"Platycladus orientalis ";180;NA;NA;"Planted";NA;"31";4,04;5,57;3050;NA;NA;16,584;15,56;NA;6,57;5,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";40,01;116,21;"200";NA;NA;NA;80424;"Chen et al. 1986a; cited by Luo et al., 2014"
"8732";10605;"Robinia pseudoacacia ";180;"Lo";NA;"Planted";"9";"31";7;8,3;1750;NA;NA;31,859;28,45;NA;11,6;0,97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";40,01;116,21;"180";NA;NA;NA;80424;"Chen et al. 1986b; cited by Luo et al., 2014"
"8733";10607;"Larix Principis-Rupprechtii";104;"La";NA;"Primary";"3";"22";13,55;12,92;2178;NA;NA;142;64,02;NA;11,63;4,92;NA;NA;NA;NA;NA;NA;2,8;1,82;2,8;3,2;6,07;NA;NA;0;NA;NA;18,513;"CHN";37,83;111,44;"1720";NA;NA;NA;80411;"Chen et al. 1991; cited by Luo et al., 2014"
"8734";10608;"Larix Principis-Rupprechtii";104;"La";NA;"Primary";"2";"36";19,8;16,14;1650;NA;NA;284;143,87;NA;11,71;8,74;NA;NA;NA;NA;NA;NA;0;0;0;0,51;0,98;NA;NA;0;NA;NA;16,88;"CHN";37,83;111,44;"2000";NA;NA;NA;80411;"Chen et al. 1991; cited by Luo et al., 2014"
"8735";10609;"Larix Principis-Rupprechtii";104;"La";NA;"Primary";"5";"35";15,8;14,72;2670;1,08066573419246;NA;287;144,61;NA;14,25;4,1;NA;NA;NA;NA;NA;NA;0,29;0,26;0,29;1,81;3,48;NA;NA;0;NA;NA;29,773;"CHN";37,83;111,44;"2260";NA;NA;NA;80411;"Chen et al. 1991; cited by Luo et al., 2014"
"8736";10610;"Ixonanthes reticulata; Artocarpus styracifolius; Ormosia glaberrima & Cryptocarya concinna";180;"OC,Chi";NA;"Secondary";NA;"100";NA;NA;3739;NA;NA;NA;221,099;NA;45,2;14,878;"72.34";NA;NA;NA;NA;NA;3,812;2,784;3,812;0,499;0,644;NA;NA;NA;NA;NA;NA;"CHN";23,52;111,87;"380";NA;NA;NA;40118;"Chen et al. 1993; Luo, 1996; Ni et al., 2001"
"8737";10611;"Pinus massoniana";180;"Pi";NA;"Planted";"3";"30";18,6;23,5;930;1,09781256626303;NA;332,28;268,31;NA;30,26;2,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,63;117,95;"350";NA;"1";NA;40118;"Chen et al. 1994; cited by Luo et al., 2014"
"8738";10612;"Pinus massoniana";180;"Pi";NA;"Planted";"3";"30";19,8;22,5;1095;1,16835690380491;NA;383,16;259,38;NA;27,73;2,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,63;117,95;"350";NA;"1";NA;40118;"Chen et al. 1994; cited by Luo et al., 2014"
"8739";10613;"Pinus massoniana";180;"Pi";NA;"Planted";"4";"30";17,4;19,8;1350;1,00424520622906;NA;329,31;194,4;NA;11,58;1,53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,63;117,95;"350";NA;"1";NA;40118;"Chen et al. 1994; cited by Luo et al., 2014"
"8740";10614;"Pinus massoniana";180;"Pi";NA;"Planted";"4";"30";17;16,2;1845;0,95752441396848;NA;303,34;134,01;NA;6,99;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,63;117,95;"350";NA;"1";NA;40118;"Chen et al. 1994; cited by Luo et al., 2014"
"8741";10615;"Eucalyptus leizhou";180;NA;NA;"Planted";NA;"4.5";10,21;7,1;3080;NA;NA;59,188;37,492;5,982;3,736;2,71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";21,14;110,06;"24";NA;"1";NA;40149;"Chen et al. 1995; cited by Luo et al., 2014"
"8742";10616;"Quercus aliena var. acutiserrata";110;"Oa";NA;"Planted";NA;"40";NA;NA;1072;NA;NA;499,6;392,748;60,312;44,625;5,232;NA;NA;NA;NA;NA;NA;NA;1,778;NA;0,334;NA;NA;NA;0;NA;NA;6;"CHN";34,15;107,83;"1315";NA;NA;NA;80424;"Chen et al. 1996a; cited by Luo et al., 2014"
"8743";10617;"Quercus aliena var. acutiserrata";110;"Oa";NA;"Secondary";NA;"40";NA;NA;2650;NA;NA;305,605;251,428;39,634;42,739;4,53;NA;NA;NA;NA;NA;NA;NA;3,77;NA;0,39;NA;NA;NA;0;NA;NA;10,89;"CHN";33,43;108,45;"1785";NA;NA;NA;80434;"Chen et al. 1996a; cited by Luo et al., 2014"
"8744";10618;"Engelhardtia roxburghiana & Schima superba";180;NA;NA;"Secondary";NA;"28";12,7;14,6;1530;NA;NA;166,014;91,8;NA;28,03;9,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;9,5;"CHN";26,78;109,63;"400";NA;NA;NA;80101;"Chen et al. 1996b; cited by Luo et al., 2014"
"8745";10619;"Pinus massoniana";180;"Pi";NA;"Planted";"6";"28";12,75;14,95;990;0,496832836994917;NA;93,37;59,496;NA;7,25;6,551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";28,88;121,32;"300";NA;NA;NA;40118;"Chen et al. 1998; cited by Luo et al., 2014"
"8746";10620;"Altingia gracilipes";180;NA;NA;"Planted";NA;"26";15,5;21,98;650;NA;NA;183,04;77,259;8,112;22,243;5,746;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;2,31;"CHN";26,1;118,2;"260";NA;"1";NA;40118;"Chen et al. 2000a; cited by Luo et al., 2014"
"8747";10621;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"10";6,17;6,06;4500;NA;NA;54,6;31,55;NA;8,687;7,293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";25,28;116,12;"615";NA;"1";NA;40118;"Chen et al. 2000b; cited by Luo et al., 2014"
"8748";10622;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"10";NA;7,13;3025;NA;NA;43,26;13,31;NA;3,51;5,38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,25;116,8;"490";NA;"1";NA;40118;"Chen et al. 2001a; cited by Luo et al., 2014"
"8749";10623;"Taiwania flousiana";180;NA;NA;"Planted";NA;"10";NA;8,25;2925;NA;NA;61,13;22,23;NA;10,27;11,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,25;116,8;"490";NA;"1";NA;40118;"Chen et al. 2001a; cited by Luo et al., 2014"
"8750";10624;"Cunninghamia lanceolata & Taiwania flousiana";180;"FC";NA;"Planted";NA;"10";NA;8,64;3000;NA;NA;70,66;22,86;NA;9,71;11,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,25;116,8;"490";NA;"1";NA;40118;"Chen et al. 2001a; cited by Luo et al., 2014"
"8751";10625;"Taiwania flousiana; Cunninghamia lanceolata & Sassafras tzumu";180;NA;NA;"Planted";NA;"10";NA;9;3050;NA;NA;87,59;38,01;NA;12,96;15,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";26,25;116,8;"490";NA;"1";NA;40118;"Chen et al. 2001a; cited by Luo et al., 2014"
"8752";10626;"Pinus massoniana";180;"Pi";NA;"Planted";"3";"16";10,5;10,62;2250;0,716347798036235;NA;99,404;47,62;6,81;12,27;5,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";27,74;113,54;"150";NA;NA;NA;40118;"Chen et al. 2001b; cited by Luo et al., 2014"
"8753";10627;"Pinus massoniana";180;"Pi";NA;"Planted";"4";"16";8,3;9,18;2680;0,655257361063542;NA;69,933;35,15;5,58;7,99;3,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";27,74;113,54;"150";NA;NA;NA;40118;"Chen et al. 2001b; cited by Luo et al., 2014"
"8754";10628;"Pinus massoniana";180;"Pi";NA;"Planted";"5";"16";7,7;8,36;3225;0,718804918962786;NA;64,747;33,28;5,56;7,1;3,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CHN";27,74;113,54;"150";NA;NA;NA;40118;"Chen et al. 2001b; cited by Luo et al., 2014"
"8755";10629;"Betula alnoides";180;"Bi";NA;"Planted";NA;"7";NA;NA;NA;NA;NA;NA;40,2;NA;2,63;1,67;NA;NA;NA;NA;NA;NA;2,68;1,67;2,68;1,54;3,4;NA;NA;0;NA;NA;10,74;"CHN";22,43;101,09;"1300";NA;"1";NA;40137;"Chen et al. 2002; cited by Luo et al., 2014"
"8756";10630;"Betula alnoides & Paramichelia baillonii";180;"Bi";NA;"Planted";NA;"7";NA;NA;NA;NA;NA;NA;41,92;NA;4,67;1,19;NA;NA;NA;NA;NA;NA;16,5;8,27;16,5;0,79;1,48;NA;NA;0;NA;NA;5,21;"CHN";22,43;101,09;"1300";NA;"1";NA;40137;"Chen et al. 2002; cited by Luo et al., 2014"
"8757";10631;"Betula alnoides & Altingia excelsa";180;"Bi";NA;"Planted";NA;"7";NA;NA;NA;NA;NA;NA;59,03;NA;6,44;3,42;NA;NA;NA;NA;NA;NA;4,21;2,03;4,21;2,62;6,9;NA;NA;0;NA;NA;8,48;"CHN";22,43;101,09;"1300";NA;"1";NA;40137;"Chen et al. 2002; cited by Luo et al., 2014"
"8758";10632;"Acacia mangium";121;"Ac";NA;"Planted";NA;"7";NA;NA;NA;NA;NA;NA;47,71;NA;34,45;3,65;NA;NA;NA;NA;NA;NA;5,58;2,89;5,58;0,22;0,35;NA;NA;0;NA;NA;14,26;"CHN";22,43;101,09;"1300";NA;"1";NA;40137;"Chen et al. 2002; cited by Luo et al., 2014"
"8759";10633;"Altingia excelsa";180;NA;NA;"Planted";NA;"7";NA;NA;NA;NA;NA;NA;56,06;NA;8,5;4,14;NA;NA;NA;NA;NA;NA;1,53;0,36;1,53;0,25;0,56;NA;NA;0;NA;NA;13,39;"CHN";22,43;101,09;"1300";NA;"1";NA;40137;"Chen et al. 2002; cited by Luo et al., 2014"
"8760";10634;"Paramichelia baillonii";180;NA;NA;"Planted";NA;"7";NA;NA;NA;NA;NA;NA;29,52;NA;4,59;0,47;NA;NA;NA;NA;NA;NA;3,71;2,52;3,71;0,17;0,27;NA;NA;0;NA;NA;10,15;"CHN";22,43;101,09;"1300";NA;"1";NA;40137;"Chen et al. 2002; cited by Luo et al., 2014"
"8761";10635;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"33";21,89;23,3;1117;NA;NA;425,91;175,6;27,5;8,8;3,8;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2,5;NA;NA;0;NA;NA;3,8;"CHN";26,16;117,54;"295";2003;NA;NA;40118;"Chen et al. 2005a; cited by Luo et al., 2014"
"8762";10636;"Fokienia hodginsii";180;NA;NA;"Planted";NA;"33";21,4;21,6;1000;NA;NA;379,57;162,5;19,6;19,9;4,4;NA;NA;NA;NA;NA;NA;1,7;NA;NA;NA;1,8;NA;NA;0;NA;NA;3,2;"CHN";26,16;117,54;"300";2003;NA;NA;40118;"Chen et al. 2005a; cited by Luo et al., 2014"
"8763";10637;"Castanopsis kawakamii";180;NA;NA;"Primary";NA;"150";24,3;42,2;255;NA;NA;398,31;280,5;19,4;118,3;14,1;NA;NA;NA;NA;NA;NA;10,1;NA;NA;NA;0,9;NA;NA;20,8;NA;NA;10,3;"CHN";26,16;117,54;"360";2003;NA;NA;40118;"Chen et al. 2005a; cited by Luo et al., 2014"
"8764";10638;"Castanopsis kawakamii";180;NA;NA;"Planted";NA;"33";18,9;24,2;875;NA;NA;412,43;219;17,2;80,4;12,6;NA;NA;NA;NA;NA;NA;0,8;NA;NA;NA;0,3;NA;NA;0;NA;NA;7,8;"CHN";26,16;117,54;"300";2003;NA;NA;40118;"Chen et al. 2005a; cited by Luo et al., 2014"
"8765";10639;"Ormosia xylocarpa";180;NA;NA;"Planted";NA;"33";18,37;17,15;1117;NA;NA;209,01;120,4;11,4;70,6;5,9;NA;NA;NA;NA;NA;NA;8,7;NA;NA;NA;1,1;NA;NA;0;NA;NA;7,8;"CHN";26,16;117,54;"250";2003;NA;NA;40118;"Chen et al. 2005a; cited by Luo et al., 2014"
"8766";10640;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;30,76;3,79;3,09;1,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;10,1;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8767";10641;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;41,65;5,05;4,31;2,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;7,19;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8768";10642;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;31,35;3,9;3,09;1,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;7,5;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8769";10643;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;33,96;4,2;3,39;1,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;7,47;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8770";10644;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;31,29;3,97;2,98;1,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6,95;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8771";10645;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;31,44;3,93;3,06;1,55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;7,69;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8772";10646;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;47,39;5,58;5,19;2,62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;5,38;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8773";10647;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;45,51;5,32;5,05;2,55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;3,15;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8774";10648;"Eucalyptus urophylla, Eucaliptus grandis";180;NA;NA;"Planted";NA;"3.6";NA;NA;NA;NA;NA;NA;52,15;6,19;5,61;2,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;4,06;"CHN";22,33;107,84;"150";2003;NA;NA;40149;"Chen et al. 2005b; cited by Luo et al., 2014"
"8775";10649;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"5";5;7,33;3075;NA;NA;35,25;16,482;2,952;7,257;10,701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,266;NA;0,825;"CHN";27;117,87;"550";1994;"1";NA;40118;"Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996; cited by Luo et al., 2014"
"8776";10650;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"5";4,4;6,3;2580;NA;NA;20,25;10,165;2,141;4,515;8,395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,307;NA;0,563;"CHN";27;117,87;"550";1994;"1";NA;40118;"Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996; cited by Luo et al., 2014"
"8777";10651;"Cunninghamia lanceolata";180;"FC";NA;"Planted";NA;"5";3,8;5,57;3030;NA;NA;18;7,666;1,545;2,303;5,454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,15;NA;0,063;"CHN";27;117,87;"550";1994;"1";NA;40118;"Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996; cited by Luo et al., 2014"
